"","100_hist_stndrd_C5_Slot1-1_1_1279","1_hist_stndrd_D5_Slot1-1_1_1281","1_hist_stndrd_E5_Slot1-1_1_1282","1_hist_stndrd_F5_Slot1-1_1_1283","1_hist_stndrd_G5_Slot1-1_1_1285","1_hist_stndrd_H5_Slot1-1_1_1286","1_hist_stndrd_I5_Slot1-1_1_1287","2_hist_stndrd_J5_Slot1-1_1_1289","2_hist_stndrd_K5_Slot1-1_1_1290","4_hist_stndrd_L5_Slot1-1_1_1292","4_hist_stndrd_M5_Slot1-1_1_1293","8_hist_stndrd_N5_Slot1-1_1_1295","8_hist_stndrd_O5_Slot1-1_1_1296","auto_2_D5_histStand_1_Slot1-1_1_3404","auto_2_E5_histStand_1_Slot1-1_1_3405","auto_2_F5_histStand_1_Slot1-1_1_3406","auto_2_G5_histStand_2_Slot1-1_1_3407","auto_2_H5_histStand_2_Slot1-1_1_3408","auto_2_I5_histStand_2_Slot1-1_1_3409","auto_2_J5_histStand_4_Slot1-1_1_3410","auto_2_K5_histStand_4_Slot1-1_1_3411","auto_2_L5_histStand_4_Slot1-1_1_3412","auto_2_M5_histStand_8_Slot1-1_1_3413","auto_2_N5_histStand_8_Slot1-1_1_3414","auto_2_O5_histStand_8_Slot1-1_1_3415","auto_4_C5_histStand_100_Slot1-1_1_3489","auto_4_D5_histStand_1_Slot1-1_1_3477","auto_4_E5_histStand_1_Slot1-1_1_3478","auto_4_F5_histStand_1_Slot1-1_1_3479","auto_4_G5_histStand_2_Slot1-1_1_3480","auto_4_H5_histStand_2_Slot1-1_1_3481","auto_4_I5_histStand_2_Slot1-1_1_3482","auto_4_J5_histStand_4_Slot1-1_1_3483","auto_4_K5_histStand_4_Slot1-1_1_3484","auto_4_L5_histStand_4_Slot1-1_1_3485","auto_4_M5_histStand_8_Slot1-1_1_3486","auto_4_N5_histStand_8_Slot1-1_1_3487","auto_4_O5_histStand_8_Slot1-1_1_3488"
"H4-K5[ac];K8[ac];K12[ac];K16[ac]",0.00220674808634128,0.0074131561958248,0.0114589703673617,0.00718632561725732,0.0129903101075462,0.00469264877137461,0.010024517479859,0.00536326882577484,0.00505428851267748,0.00350903271821869,0.00554259302177509,0.00137296126156802,0.00212586760043611,0.0304526982835115,0.0336122083503118,0.0320695806977702,0.0157501661922253,0.0124128507490864,0.0344825087771689,0.00797428144251158,0.00851302462541493,0.0151174638440657,0.0116763320139505,0.00616523657211024,0.0092743983768658,0.0045166862319204,0.030718129998429,0.0311486602763036,0.0517328326356624,0.0253204072734304,0.0164695429484567,0.0252536115211469,0.0139650879416067,0.0101809942246943,0.00794654363460235,0.00749456506243757,0.00610318078243568,0.00486404943933547
"H4-K5[ac];K8[ac];K12[ac];K16[un]",0.000690977610564272,0.0123952153274163,0.0124434314858362,0.00607008259095998,0.00906828998044739,0.00793251943022996,0.0063925064796218,0.0036488437631252,0.00615960945766458,0.0047378299568439,0.0030875430664357,0.000789243655267967,0.00147374296616055,0.00822254601585674,0.0210271745136624,0.0247220580956363,0.0081937696101672,0.00875359287052641,0.010784992874582,0.0130749610585551,0.0100639128538378,0.00761868785643163,0.00523999103728104,0.00766989862450811,0.00646677770018155,0.00164935904568884,0.0283065656504971,0.0123857591864785,0.0197389370165452,0.00582662648688424,0.00947681935527458,0.00857178359967009,0.00582195424872552,0.00669151334556246,0.00218264594853159,0.00430328095799783,0.0022650841808816,0.00461888503667541
"H4-K5[ac];K8[ac];K12[un];K16[ac]",0.00318937442407398,0.00542794131759104,0.00552127801184818,0.00164658512401725,0.00438793148524893,0.00133224800945047,0.00671149478062782,0.00368408122425921,0.00316018176532819,0.00254855099115821,0.00374422639431666,0.00356621555579353,0.00365185859014694,0.0117334848299971,0.00849548560024071,0.0113649186210279,0.0151056711994226,0.00721215130313106,0.0137122868289217,0.00941546424259901,0.00643684788285163,0.00632362047847927,0.00735076965859254,0.004862654926688,0.00702930106893878,0.00598131972934309,0.0338785470205676,0.0278633555920689,0.0106407794035012,0.0131459707776547,0.00974959315135461,0.0232745411264181,0.00865729704087666,0.00357936625352822,0.00825413327296536,0.00612139044864094,0.00755442829486592,0.00574353820148886
"H4-K5[ac];K8[ac];K12[un];K16[un]",0.00102571298381569,0.0040940736169314,0.0079688135626768,0.000688586179564298,0.00247340486545316,0.00814161032971784,0.00524184283146887,0.00579279370109593,0.00220758161040066,0.00187685328254352,0.00207920776084278,0.00246341108397205,0.00172198232502769,0.0124623466275143,0.0161742529497842,0.0135944444545249,0.0106440867644699,0.00745685357226339,0.00820234791209679,0.00418915325400487,0.00807002776783196,0.00755202716994199,0.00507004899922021,0.00602325963605366,0.00764506342607661,0.00273288665725868,0.01049835604148,0.00456409771894893,0.00247784342452066,0.00574633585176882,0.00231534634727099,0.00448107904128841,0.0053750544875569,0.00454191651409416,0.00500871017404975,0.0063824861247354,0.00244450828141735,0.00414755126595201
"H4-K5[ac];K8[un];K12[ac];K16[ac]",0.0101618704679456,0.00835452528836947,0.00884727443482802,0.00651844690263556,0.00894799890671811,0.00801723073067802,0.0114825583337313,0.00792873116014056,0.00967452586809577,0.0116744893920802,0.0106509014646836,0.00847096715837832,0.00970509508333101,0.0106149256889357,0.00592317635671602,0.014736142834091,0.0107544391369942,0.00954978690977038,0.0117659537105389,0.0108805039472731,0.0090001120150658,0.00590232612364038,0.0123714622319265,0.00728052747901813,0.0101087166792014,0.0139458467050902,0.0076867359262374,0.00766581739074795,0.0274977439598731,0.016851229609212,0.0115909224896356,0.0176842409643155,0.0154540929740178,0.0238178424606941,0.0116037356138054,0.0123165759524612,0.0132569320627332,0.0132352836054301
"H4-K5[ac];K8[un];K12[ac];K16[un]",0.00676489910225308,0.00647227715556224,0.0039792783792014,0.00824509909912787,0.0144171738118964,0.00557779153776394,0.00487375425645835,0.00529544580645927,0.00540784612761646,0.00614830784515841,0.00613651671868195,0.00616255459706596,0.0055020587955661,0.00441053478031848,0.00606481099140503,0.0120531983926023,0.00306894766426485,0.0007288573571096,0.000343126596245589,0.00102246558469052,0.00190120594231477,0.00162881279468386,0.00104846455136489,0.00390457487242287,0.000808704388325042,0.00410395978090139,0.00589894990861364,0.00113593888197816,0.00614620552788071,0.00227911831967298,0.00375242751765113,0.00302873381185818,0.0054489706126231,0.00145372682871321,0.00307406037760572,0.00321659781387892,0.00276689012701439,0.00367223796135169
"H4-K5[ac];K8[un];K12[un];K16[ac]",0.0183574704402849,0.0191042188556318,0.0102766308155711,0.0105854759008121,0.00850244600140663,0.0177388723316479,0.0108524968911242,0.0165080304678554,0.0150126065499683,0.0173670609770606,0.0133080336908277,0.0147978453382076,0.0158686180297933,0.0327023990472312,0.0183960829693015,0.0294101239875561,0.024187339460221,0.0155587140939495,0.0188954117985972,0.00896965928546393,0.0266951137943009,0.0286598193909661,0.0216662678827805,0.00817248157485401,0.0166147574238686,0.0195840736688121,0.0144028654075162,0.0200233269472886,0.0124813107978897,0.0152189519560576,0.017357929783361,0.0106610484504033,0.0131600004592923,0.014923234891166,0.011382834060818,0.0200396577668083,0.0148298625681809,0.0189692108208094
"H4-K5[ac];K8[un];K12[un];K16[un]",0.0029774184485049,0.00366512674319105,0.00360874046768232,0.00377469210720028,0.00275342351672402,0,0.00403201377962973,0.00245782330726257,0.00216440536244951,0.0028299415410895,0.00232250533452943,0.00214335362379149,0.00223243682759446,0.00357437354792668,0.00591867475390116,0,0.00500633513109649,0.00397666308206801,0.00239308525455074,0.00142814633619749,0.00379989082389751,0.00347016041558009,0.00231266970887973,0.00418217857548003,0.00335134255860899,0.00206136472367478,0.00252721722986228,0.00214205022839156,0.0019086814368421,0.00255270292667946,0.0013354924945968,0.000690838038946025,0.00541140699985676,0.00134921856107601,0.00258986833883762,0.00170146098840843,0.00254419587919895,0.00255743011256193
"H4-K5[un];K8[ac];K12[ac];K16[ac]",0.00125947501895272,0.001465850754239,0.000452093453938864,0.000799602574997921,0.000538281913585775,0.000994840636723615,0.000125007555953559,0.000583235634039887,0.00158016481935175,0.000971546636983924,0.00132259384816617,0.00107176614779407,0.00129270502315403,0.0110681957428257,0.0131109251605001,0.00959026597364004,0.00627461554842286,0.0111485458050423,0.00749806372005926,0.00529084678716758,0.00510292221526846,0.00657315463564628,0.00378965049219854,0.00363357250629133,0.00271653872746402,0.00248258204529019,0.00148052956400147,0.00372783665015454,0.00123664991121371,0.00359795986591098,0.00206251120386674,0.00580731864928457,0.00192934791860699,0.00151065389337132,0.00281362868214941,0.00187124181486229,0.00250627664606405,0.00173792486703816
"H4-K5[un];K8[ac];K12[ac];K16[un]",0.00447270219010906,0.0128028443795764,0.00876224436106528,0.00483937695933938,0.000302327710739422,0.00714415222852067,0.00254416925223623,0.00399210376770899,0.00178578398906914,0.00256626326160253,0.00205157252996055,0.00239229609520993,0.00336683939165397,0.00506833328430113,0.00232604500359221,0,0.0021571145588249,0.00181565222740418,0.00806144683477798,0.00199968852212328,0.00335384714029823,0.00311102119332451,0.00250085048969751,0.00195658415339278,0.00316278084711581,0.00394571024882222,0.00703776964045868,0.0121769193521519,0.00495397646883802,0.00395317491843235,0.00306122607874836,0.00619702824743581,0.00399693402340463,0.00515616324802042,0.00257841957829175,0.0052578728925117,0.00400596165591372,0.00418248625929611
"H4-K5[un];K8[ac];K12[un];K16[ac]",0.0643796633656515,0.0411742437545842,0.0444652379023714,0.0489893266020123,0.046504389393117,0.0422889382872629,0.0459854390087591,0.0524988919020724,0.0503112560574605,0.0489718534165769,0.0516931003535831,0.0536565318187293,0.0556222872448793,0.057387790839618,0.0481923093167524,0.0419456817482535,0.0583793417386494,0.0698187001351267,0.061648083185634,0.0790037403829344,0.0496525167411227,0.057715713646593,0.0656278364941715,0.0686684441015179,0.0637050903105587,0.0660828933339222,0.0552825929299377,0.0492952664044871,0.0546232753004155,0.0678445773687889,0.0575720885493479,0.0574654327190234,0.0616165519891456,0.0557692952782647,0.0711328611181015,0.0620760000671134,0.0557948896628,0.0543795083714322
"H4-K5[un];K8[ac];K12[un];K16[un]",0.0181164813235779,0.0111445487320901,0.0137577458612692,0.0147555907042417,0.0147229825806332,0.0101640712198183,0.0119902863772542,0.0136901519668208,0.0130070533362052,0.0115200492015559,0.0105655051277835,0.012858018540804,0.0125327101147068,0.0122101490696259,0.0112933239052886,0.0154466410207997,0.0135396357346339,0.0052483313274699,0.0131889220075452,0.0070583198025055,0.0129018878228447,0.0157877062810633,0.0125016226992697,0.0176411114397514,0.0108769528374335,0.0120325295120083,0.015193505405278,0.0260999946272728,0.00982571612948383,0.0196176993382545,0.0126239835750012,0.0127737975047784,0.0127391498727363,0.0103582767751208,0.0121409860472108,0.0133234022827344,0.0146594101377799,0.00895207537395121
"H4-K5[un];K8[un];K12[ac];K16[ac]",0.0354313993635089,0.0268774705295452,0.0269365572106194,0.0297821703892157,0.0286276391256002,0.032076662626142,0.0263412425388128,0.0310946527657751,0.0353082317073556,0.0236589927148918,0.0261990469585945,0.0305496767510108,0.0299830254669685,0.034783499853792,0.0453675349512934,0.0313156887405988,0.0326888259727346,0.0365407851862454,0.0370297652940345,0.0321053994275906,0.0362767381503077,0.031847024085883,0.0312181696314016,0.00740807988061304,0.0346685741754728,0.034998690304501,0.0321841555800438,0.0399629388125707,0.0304846806396517,0.0257643842502523,0.0327552271880654,0.0291827069240168,0.035951936653729,0.0340759937097546,0.031657929353346,0.0324620858026797,0.0290914983879659,0.0341411404368179
"H4-K5[un];K8[un];K12[ac];K16[un]",0.0250892304922841,0.0191744306381758,0.0191871439281941,0.0233181136131764,0.0276577626149979,0.0250209340930828,0.0222323399306915,0.0222931545786697,0.0181423802546283,0.0171385420721108,0.0202990861808995,0.0188016891131476,0.0194633872403577,0.0226866949669781,0.020409757238405,0.0252293568578907,0.0233418627759233,0.0282382562379625,0.0175565296922902,0.0214086759603789,0.0227772400960147,0.0137893344013833,0.0204834015055692,0.0229540970149326,0.0235009046298337,0.0209715392383457,0.023945265036021,0.0206141881450182,0.0335414946447393,0.0186941970304852,0.0193185672580123,0.0247022310808791,0.0210682080081843,0.0224408034790405,0.0219722871349682,0.0206945276665087,0.0179457512291093,0.0250806179511246
"H4-K5[un];K8[un];K12[un];K16[ac]",0.279397548762428,0.224989424789951,0.217239452014385,0.220290722234003,0.22465154535835,0.219663341990383,0.220106926981599,0.223152632990446,0.217977037821957,0.233453402060802,0.230540218951632,0.24992483805642,0.247348627262214,0.260352430480943,0.252545337242561,0.252562881995277,0.26704973845548,0.297360262528983,0.252276107555424,0.27281456294365,0.261247708956737,0.274660936947678,0.270416914805623,0.215537931805144,0.25809574206395,0.268423302354092,0.226782211513679,0.228090002574733,0.209390290058376,0.25414587431022,0.257114993558461,0.228650652488191,0.268131311425249,0.262080720847297,0.264651415566181,0.255775645088863,0.259501650762893,0.2594740285965
"H4-K5[un];K8[un];K12[un];K16[un]",0.392069524668937,0.448649627751764,0.455972593518899,0.460037650894234,0.447175529043288,0.458131518633192,0.459296317919041,0.452783419590625,0.460633563011501,0.457135013599226,0.457139131874411,0.441215193195853,0.439752428923835,0.365526713705439,0.373366928901272,0.3699916099689,0.379419395564348,0.358543667275373,0.38083693773852,0.390860594718536,0.401505732609507,0.389152001910705,0.394201449972392,0.46116635438423,0.406974554775343,0.401134632589387,0.386771362920849,0.392790715081724,0.402170749675752,0.392342815315399,0.408393659235046,0.412058815151433,0.391078653204644,0.40648788098558,0.404825755978566,0.410846697635147,0.422252874279166,0.415204431465546
