"","100_hist_stndrd_C5_Slot1-1_1_1279","1_hist_stndrd_D5_Slot1-1_1_1281","1_hist_stndrd_E5_Slot1-1_1_1282","1_hist_stndrd_F5_Slot1-1_1_1283","1_hist_stndrd_G5_Slot1-1_1_1285","1_hist_stndrd_H5_Slot1-1_1_1286","1_hist_stndrd_I5_Slot1-1_1_1287","2_hist_stndrd_J5_Slot1-1_1_1289","2_hist_stndrd_K5_Slot1-1_1_1290","4_hist_stndrd_L5_Slot1-1_1_1292","4_hist_stndrd_M5_Slot1-1_1_1293","8_hist_stndrd_N5_Slot1-1_1_1295","8_hist_stndrd_O5_Slot1-1_1_1296","auto_2_D5_histStand_1_Slot1-1_1_3404","auto_2_E5_histStand_1_Slot1-1_1_3405","auto_2_F5_histStand_1_Slot1-1_1_3406","auto_2_G5_histStand_2_Slot1-1_1_3407","auto_2_H5_histStand_2_Slot1-1_1_3408","auto_2_I5_histStand_2_Slot1-1_1_3409","auto_2_J5_histStand_4_Slot1-1_1_3410","auto_2_K5_histStand_4_Slot1-1_1_3411","auto_2_L5_histStand_4_Slot1-1_1_3412","auto_2_M5_histStand_8_Slot1-1_1_3413","auto_2_N5_histStand_8_Slot1-1_1_3414","auto_2_O5_histStand_8_Slot1-1_1_3415","auto_4_C5_histStand_100_Slot1-1_1_3489","auto_4_D5_histStand_1_Slot1-1_1_3477","auto_4_E5_histStand_1_Slot1-1_1_3478","auto_4_F5_histStand_1_Slot1-1_1_3479","auto_4_G5_histStand_2_Slot1-1_1_3480","auto_4_H5_histStand_2_Slot1-1_1_3481","auto_4_I5_histStand_2_Slot1-1_1_3482","auto_4_J5_histStand_4_Slot1-1_1_3483","auto_4_K5_histStand_4_Slot1-1_1_3484","auto_4_L5_histStand_4_Slot1-1_1_3485","auto_4_M5_histStand_8_Slot1-1_1_3486","auto_4_N5_histStand_8_Slot1-1_1_3487","auto_4_O5_histStand_8_Slot1-1_1_3488"
"H31-K9[me]",0.126978615959938,0.150256084528748,0.140516835199884,0.144769327335495,0.136283680765927,0.143811035533099,0.145331183190359,0.137527246008843,0.139323486162594,0.140704521623781,0.141833009450301,0.144513122478837,0.135244986989913,0.132732543075528,0.161467288631119,0.136783351970131,0.168263851838845,0.121945113285766,0.13285823103908,0.15918035091699,0.145353495052157,0.13279026537476,0.135220866033338,0.124360761101551,0.131697720774839,0.113120334521818,0.123947452438267,0.16476365544236,0.207797110018985,0.11357872389679,0.139785998564625,0.11805364088064,0.123756084284917,0.119665976853043,0.156210445068767,0.139193444677098,0.128301199594288,0.139447991426712
"H31-K9[un]",0.20324310224665,0.221755322531131,0.235894926718021,0.232819201799351,0.23635958108351,0.230950353478704,0.232726295389557,0.221560745341433,0.225783632158696,0.225147673596172,0.230818639411838,0.227550826509586,0.220503497106809,0.305295779893769,0.273934148888498,0.264569869037015,0.226398465621687,0.285587880840703,0.275181693038677,0.246250934829533,0.230135928063313,0.257561727751384,0.219746289270607,0.221227970209279,0.239091772947409,0.196191561821179,0.233059835823147,0.203239711472044,0.227552069677885,0.239123204660301,0.212222272410176,0.234105428030059,0.210620675655405,0.232613097301783,0.218534411794384,0.202912469292533,0.214027087268236,0.21506772741384
"H4-K12[ac]",0.087118084451795,0.0957492909710629,0.0928477491598378,0.0875929030832709,0.103620274462941,0.0924088897268729,0.0847672830128256,0.081013057931202,0.0840053873692784,0.0709433316598307,0.0759424239246815,0.0703201499305104,0.0736296544133187,0.128821698241291,0.150015122184191,0.151588813324875,0.103287598188041,0.110492447675898,0.129161646537221,0.09470225409867,0.0980646694470827,0.0863850973346604,0.0892018438675691,0.0613568096849978,0.091718066178253,0.0875840687917704,0.139024681915814,0.130519978702482,0.178341950664502,0.103297677505955,0.0994801337357676,0.121721706827735,0.10477383310756,0.106544483793326,0.0846925056717575,0.0884993718013504,0.0786553603477961,0.0925668156242031
"H4-K12[un]",0.912881915548205,0.904250709028937,0.907152250840162,0.912407096916729,0.896379725537059,0.907591110273127,0.915232716987174,0.918986942068798,0.915994612630722,0.929056668340169,0.924057576075319,0.92967985006949,0.926370345586681,0.871178301758709,0.849984877815809,0.848411186675125,0.896712401811959,0.889507552324102,0.870838353462779,0.90529774590133,0.901935330552917,0.91361490266534,0.910798156132431,0.938643190315002,0.908281933821747,0.91241593120823,0.860975318084186,0.869480021297518,0.821658049335498,0.896702322494045,0.900519866264232,0.878278293172265,0.89522616689244,0.893455516206674,0.915307494328242,0.91150062819865,0.921344639652204,0.907433184375797
"H4-K16[ac]",0.46030133526509,0.363612778319274,0.352142642566766,0.353719793261584,0.364068336806288,0.354428561107874,0.359354729767014,0.369753133977909,0.365756857575182,0.373386517541221,0.373615382680479,0.3995058058631,0.401088569538762,0.489617048040316,0.463502172162909,0.460317082182352,0.472135686012363,0.512045859688211,0.475590622102105,0.471212206383391,0.442616208738613,0.471022722346543,0.46732096235108,0.349257674093289,0.441522693714608,0.458666737335152,0.433462332906877,0.439050306832048,0.425491049301307,0.460468245542919,0.44338868086064,0.429170738010757,0.461189536919901,0.446117863522862,0.451068213087874,0.436671300430516,0.427683358269407,0.431712925067238
"H4-K16[un]",0.53969866473491,0.636387221680726,0.647857357433234,0.646280206738416,0.635931663193712,0.645571438892126,0.640645270232986,0.630246866022091,0.634243142424818,0.626613482458779,0.626384617319521,0.6004941941369,0.598911430461238,0.510382951959684,0.536497827837091,0.539682917817648,0.527864313987637,0.487954140311789,0.524409377897895,0.528787793616609,0.557383791261387,0.528977277653457,0.53267903764892,0.650742325906711,0.558477306285392,0.541333262664848,0.566537667093123,0.560949693167952,0.574508950698693,0.539531754457081,0.55661131913936,0.570829261989243,0.538810463080099,0.553882136477138,0.548931786912126,0.563328699569484,0.572316641730593,0.568287074932762
"H4-K5[ac]",0.0456314765424994,0.0673007340859874,0.0644018563987822,0.0448799641431332,0.0638642875845087,0.0537156926634986,0.0598637244882276,0.0509092913322711,0.0490574838004913,0.0509575292972285,0.0470683037011882,0.0399445465303729,0.0424846477735586,0.115435994011795,0.116797273609281,0.139554805699652,0.0934108106252531,0.0659947903993231,0.101619735716638,0.0572269162439911,0.0750298639036299,0.0769049383738402,0.0671746381220898,0.0484158073217132,0.0616132259859318,0.0549100164203086,0.135588659159345,0.108132678988216,0.134722360052501,0.0876500062680663,0.0725067571609841,0.0945064673952332,0.073697413612875,0.0670287830918971,0.0522639983811081,0.0619375579941689,0.0520237500218879,0.0581349138726354
"H4-K5[un]",0.954368523457501,0.932699265914013,0.935598143601218,0.955120035856867,0.936135712415491,0.946284307336501,0.940136275511772,0.949090708667729,0.950942516199509,0.949042470702772,0.952931696298812,0.960055453469627,0.957515352226441,0.884564005988206,0.883202726390719,0.860445194300347,0.906589189374747,0.934005209600677,0.898380264283362,0.942773083756009,0.92497013609637,0.92309506162616,0.93282536187791,0.951584192678287,0.938386774014068,0.945089983579691,0.864411340840655,0.891867321011784,0.865277639947499,0.912349993731934,0.927493242839016,0.905493532604767,0.926302586387125,0.932971216908103,0.947736001618892,0.938062442005831,0.947976249978112,0.941865086127365
"H4-K8[ac]",0.0976429064809637,0.0970508365754628,0.106157639787158,0.0863626781370671,0.0923339982106021,0.0837525444192207,0.090271632505592,0.0908028399936253,0.084680070557687,0.0780137140098197,0.0815340875710582,0.0797331671820256,0.083460878018069,0.151082784146139,0.156526500148176,0.150777335945315,0.132226122088043,0.126609279362347,0.160454630851785,0.131423057673837,0.105591153801815,0.121841804283573,0.116169437916066,0.119276944553249,0.113136083121212,0.101773142101582,0.185611381983816,0.169891562198487,0.158428394357851,0.148058755173373,0.115339271209238,0.14626732516193,0.116297625800338,0.0995320780778813,0.114810994904111,0.108978811770413,0.0970916123261462,0.0902298843099503
"H4-K8[un]",0.902357093519036,0.902949163424537,0.893842360212842,0.913637321862933,0.907666001789398,0.916247455580779,0.909728367494408,0.909197160006375,0.915319929442313,0.92198628599018,0.918465912428942,0.920266832817974,0.916539121981931,0.848917215853861,0.843473499851824,0.849222664054684,0.867773877911957,0.873390720637653,0.839545369148215,0.868576942326163,0.894408846198185,0.878158195716427,0.883830562083934,0.880723055446751,0.886863916878788,0.898226857898418,0.814388618016184,0.830108437801513,0.841571605642149,0.851941244826627,0.884660728790761,0.85373267483807,0.883702374199662,0.900467921922119,0.885189005095889,0.891021188229587,0.902908387673854,0.90977011569005
