"","H1-K25[me];K31[un]","H1-K25[un];K31[un]","H1.2-K33[ac];K45[un];K51[un]","H1.2-K33[un];K45[un];K51[un]","H1.5-K33[ac];K45[un];K51[un]","H1.5-K33[un];K45[un];K51[un]","H2A1A-K5[ac];K9[un]","H2A1A-K5[un];K9[un]","H2A1B-K13[un];K15[ac]","H2A1B-K13[un];K15[un]","H2AJ-K5[ac];K9[ac]","H2AJ-K5[ac];T6[ac];K9[un]","H2AJ-K5[un];K9[un]","H2AX-K5[un];K9[un]","H31-K18[ac];K23[ac]","H31-K18[ac];K23[un]","H31-K18[un];K23[ac]","H31-K18[un];K23[su]","H31-K18[un];K23[un]","H31-K27[me];K36[me2];K37[un]","H31-K27[me2];K36[me];K37[un]","H31-K27[un];K36[me2];K37[un]","H31-K4[me]","H31-K4[un]","H31-K79[me]","H31-K79[un]","H31-K9[ac];K14[ac]","H31-K9[ac];K14[un]","H31-K9[me];K14[ac]","H31-K9[me];K14[un]","H31-K9[me2];K14[ac]","H31-K9[me2];K14[un]","H31-K9[me3];K14[ac]","H31-K9[me3];K14[un]","H31-K9[un];K14[ac]","H31-K9[un];K14[ub]","H31-K9[un];K14[un]","H4-K5[ac];K8[ac];K12[ac];K16[ac]","H4-K5[ac];K8[ac];K12[ac];K16[un]","H4-K5[ac];K8[ac];K12[un];K16[ac]","H4-K5[ac];K8[ac];K12[un];K16[un]","H4-K5[ac];K8[un];K12[ac];K16[ac]","H4-K5[ac];K8[un];K12[ac];K16[un]","H4-K5[ac];K8[un];K12[un];K16[ac]","H4-K5[ac];K8[un];K12[un];K16[un]","H4-K5[un];K8[ac];K12[ac];K16[ac]","H4-K5[un];K8[ac];K12[ac];K16[un]","H4-K5[un];K8[ac];K12[un];K16[ac]","H4-K5[un];K8[ac];K12[un];K16[un]","H4-K5[un];K8[un];K12[ac];K16[ac]","H4-K5[un];K8[un];K12[ac];K16[un]","H4-K5[un];K8[un];K12[un];K16[ac]","H4-K5[un];K8[un];K12[un];K16[un]"
"H31-K79[un]",0.606764564665429,0.788138155372256,0.276020741309836,0.259066352343586,0.814725660181307,0.993676881154108,0.884594368828979,0.86659228334811,0.649487842930076,0.697523395494138,0.0881919823063272,0.538842336386257,0.0875620105482035,0.505569532321508,0.00122438203772087,0.63320322915589,0.002963722865437,0.820648778695886,0.267127560900115,0.255733519635898,0.0321973075034866,0.0826884761707036,0.858087203118297,0.855279593608078,2.97075020618253e-55,0,0.788941550723317,0.92243924244231,0.972798882613197,0.356974264813893,0.549748894900303,0.3862559577166,0.567654642824041,0.276432236942612,0.106345299359606,0.0105829556973758,0.151062200563609,0.554740588201641,0.108286507391776,0.774193890226821,0.273803729418522,0.587364349445467,0.932196312614688,0.676401426589819,0.0550620425857581,0.660636197047052,0.445345362934619,0.303994487042389,0.57851174057202,0.364188115577874,0.362801973078814,0.238774902840886,0.707563778018014
"H31-K9[ac];K14[ac]",0.189221813918396,0.0820447860055651,0.00514796814169599,0.00316081822290357,0.4095703010788,0.352421054315008,0.00207170573856549,0.00163782685793996,0.642848683796954,0.645134277906426,0.0344416247553156,0.00671706103281751,0.0369878170179119,0.00683399049745443,0.063712854666555,0.918369319544091,0.00022654590049526,0.0010181979131584,5.22147370389911e-08,0.0578626661768456,0.0155862850436083,0.00394089290609417,0.00322516147576343,0.00433306209170229,0.749855401689514,0.788941550723317,0,1.47222670041141e-17,0.0847104809920714,0.030503889416509,0.0780332628995502,2.10336047537428e-07,9.86896941381933e-13,8.0197867106888e-05,0.0175462118529343,2.9682575913703e-05,0.515861019101352,3.27466553796931e-07,0.00362000315228584,2.43793317760269e-06,0.0118222560745926,2.11529968464093e-08,0.000413539617161604,5.17689697006706e-13,0.00449135477915112,8.91818014270344e-07,4.22699989194487e-06,3.45006927385656e-09,1.11020996006338e-07,1.85514149739999e-09,0.0180805800125478,0.915530409390575,8.83651165742694e-11
"H31-K9[ac];K14[un]",0.150228017069686,0.0839549436345618,0.0048890002252088,0.00143749557791911,0.313645160865202,0.27904611518721,0.00865791319636504,0.00697897400770284,0.363113363323044,0.406059492351292,0.538431108679288,0.0363834367854856,0.534446657352064,0.0336191522819358,0.0526294082524525,0.183630401569398,0.00437075567727589,0.00185746128903745,4.07923354912745e-05,0.0254820537747928,0.00709279875575783,0.00102899129514539,0.000314402742462245,0.00043783933710266,0.974475776052691,0.92243924244231,1.47222670041141e-17,0,0.00267621197583757,0.811814879271471,0.00431890826259775,1.75924085857628e-06,3.78183280356503e-10,0.000517027896532408,0.0103383127808356,0.00316337444463313,0.517354968329338,4.53543773736538e-06,0.253645425087485,4.64798779859246e-07,0.0003329297851665,9.68114358641451e-08,0.0577551491143993,1.78144292151234e-10,0.0204082238235495,6.27866385985183e-06,0.000156895077494711,1.73047059453946e-07,1.19725574959365e-05,3.52338677052133e-10,0.252670325920939,0.646174673568155,5.07139504481641e-08
"H31-K9[me];K14[ac]",0.783036995164998,0.779597655015364,0.102472770792057,0.0868612754944861,0.971429123331033,0.861727613585553,0.188491904013291,0.176796598019722,0.0512652625454043,0.054984500046854,0.276370641179902,0.647126073767293,0.269217962032786,0.635344701790027,0.829556918382978,0.0793083009833204,0.00938625573949792,0.000489546573566682,0.101218828153555,0.0517092034542355,0.405952120106514,0.0846216972960022,0.89577857711718,0.841639172021725,0.737072891528256,0.972798882613197,0.0847104809920714,0.00267621197583757,0,0.571615447288242,0.000667516610518883,0.000145167662950535,0.00149635288764064,0.0491812042883242,0.0434785783632366,0.869704260063618,0.579610232905665,0.00778301902786059,0.592671594151439,0.0126133349875151,0.00873150565407954,0.0254182616156337,0.0860161560125252,0.0142166958859911,0.863082969255944,0.0339152776516164,0.0207991797418082,0.100506567954835,0.2597865784329,0.00830722426475697,0.615566274917374,0.0380769536116236,0.150400810844498
"H31-K9[me];K14[un]",0.748070261658874,0.491647726304622,0.355544864176116,0.406974838668331,0.74781850679463,0.771939375864195,0.40517037059487,0.304402515855645,0.0414276642087863,0.0453430134254152,4.22307503097351e-05,0.10577387299547,5.31263525734532e-05,0.114852551964486,0.0692151859797862,0.149365015599259,0.494745822584849,0.955271689118882,0.0527205583403416,0.906774791941871,0.379899212516389,0.824066799833676,0.0825137239897697,0.0694327905794328,0.227502223357499,0.356974264813893,0.030503889416509,0.811814879271471,0.571615447288242,0,0.0217528596286912,0.575683846791424,0.0099093148094919,0.0310184812802317,0.583171629043598,0.593485039868249,0.905206709429529,0.161692711506887,0.00204221084430107,0.935567547953681,0.0495175164697091,0.893887594598644,0.566674711484752,0.214030589679229,0.017068369205621,0.721029498475988,0.31687449158158,0.516663364756066,0.404838170477389,0.635637391683111,0.0989400644513575,0.823072862074107,0.382693239992686
"H31-K9[me2];K14[ac]",0.62333507183749,0.490241970486008,0.0073967557473754,0.00410329081854963,0.598312673964815,0.512699473866133,0.000124618761811258,0.000129509620574023,0.0457624967533956,0.0518909454975335,0.0697720040026905,0.511129307561015,0.0678683664376666,0.51493592605429,0.679820587231604,0.0796229926544135,0.000547391417449838,0.00214588885225828,0.107218710918544,0.000743627616456727,0.000163760519760854,9.90316823594243e-06,0.0188060941298798,0.0270611682160581,0.373995481296026,0.549748894900303,0.0780332628995502,0.00431890826259775,0.000667516610518883,0.0217528596286912,0,0.00425741741276597,0.0171005404431844,0.020124758497218,0.2868281035981,0.419913139937411,0.0530042374523396,0.000459296982396481,0.879233044468701,1.62532510752286e-05,0.00126709282447369,6.74019959466122e-05,0.869494492648575,0.000339315638807537,0.0633434597466043,0.000206604295743359,0.0327811899833853,0.00117387354977395,0.301677897080196,8.52117897593197e-05,0.205612423647513,0.682825626015599,0.00204670005559027
"H31-K9[me2];K14[un]",0.155373061593396,0.127651212191819,2.79084962260576e-05,5.11320148460831e-06,0.0346552131272648,0.0963862407145657,1.6082045342848e-05,2.00055141221181e-05,0.0179378813339889,0.0177837783168612,0.145069088712116,0.554567682155334,0.135214938251013,0.55072645046495,0.533242119637205,0.63541760686825,6.34327832447199e-06,1.83096975309443e-05,0.0061748240545704,9.27904086532919e-06,5.86622175683014e-06,5.96315043743403e-09,0.00028290973125483,0.000307015882184145,0.279362252280451,0.3862559577166,2.10336047537428e-07,1.75924085857628e-06,0.000145167662950535,0.575683846791424,0.00425741741276597,0,9.67745379171497e-14,0.322099428652938,1.96807987774781e-10,0.00186439346687418,1.10970459996291e-05,4.15911360145546e-07,0.196125437976743,6.92037970294402e-07,0.000183547293086088,8.71647217342444e-09,0.0148837783924729,2.32110201575862e-07,0.52747445481253,1.05152457198864e-07,0.000389810791376996,1.39967443556281e-05,0.0962315637503687,3.98538092807592e-07,0.422935786659789,0.349068655893506,9.34141512821246e-06
"H31-K9[me3];K14[ac]",0.15013392560441,0.0356375414378495,0.000171757009854314,3.28557092290737e-05,0.286832066955955,0.27440391268452,1.58443688516553e-07,1.53979942280548e-07,0.270765793681712,0.245228307076582,0.472734049738174,0.00496797252161381,0.481127971521774,0.00488463403191849,0.0734270223092967,0.636095032391999,0.00561066550363691,6.51251101540313e-05,3.07771190718635e-06,0.000643893966968365,0.000128784068097679,8.38725607552251e-07,1.68902602503853e-06,2.27268184174749e-06,0.487335533612673,0.567654642824041,9.86896941381933e-13,3.78183280356503e-10,0.00149635288764064,0.0099093148094919,0.0171005404431844,9.67745379171497e-14,0,0.00134803687563199,4.91657539793288e-06,0.000128548684199602,0.000561846296029771,1.0263541048803e-11,0.0271984112420602,1.40141224296103e-09,0.0230159077954866,1.07637420164385e-12,0.00135600919337122,4.57646405581044e-13,0.198144373681,6.32883025046267e-11,0.0217826350942124,4.98930148715002e-10,0.00223436293204622,3.2075733237577e-12,0.904359146941849,0.673365814788541,1.37824064047282e-10
"H31-K9[me3];K14[un]",0.473809469402548,0.12465407617792,0.535616084854453,0.506678807105513,0.264089919295765,0.185184651968148,0.0195899851759195,0.0142805961222632,0.184120427941596,0.162457137651437,0.128885223540208,0.481380204880534,0.132254696316872,0.474641998071928,8.27642118084934e-05,0.363760406213842,0.342716846616516,0.860427073999995,5.96893215877183e-08,0.4936655092826,0.374471681839889,0.515139117184802,0.8831067589611,0.853490562558577,0.156654732679671,0.276432236942612,8.0197867106888e-05,0.000517027896532408,0.0491812042883242,0.0310184812802317,0.020124758497218,0.322099428652938,0.00134803687563199,0,0.00445587138029717,0.116440318035146,0.715317935506524,0.000929313846969239,0.00250260734908336,0.00643572990208966,0.486757064995486,0.00137573521093144,0.237166529522891,2.01195332800488e-05,5.27973992331356e-05,0.0529851026549244,0.271380930056776,0.00797381555942315,0.000764635474701761,0.022865814373113,0.00192715171828905,0.0828466541785988,0.0058858392982414
"H31-K9[un];K14[ac]",0.414390099834136,0.231043752895517,0.0959248061712409,0.0846013607915377,0.00715556522329313,0.0383128123042044,0.0018840903865846,0.00245453520155009,0.261530571129675,0.249973177440209,0.00384377276270441,0.330367267639244,0.00386001337256288,0.342445710584917,0.477815646607844,0.342444271076509,0.0172319511092856,0.163364066207025,0.00230034729032606,0.159890063004894,0.111644312644639,0.0557419551155556,0.069895908834095,0.0684031070213528,0.136868750173082,0.106345299359606,0.0175462118529343,0.0103383127808356,0.0434785783632366,0.583171629043598,0.2868281035981,1.96807987774781e-10,4.91657539793288e-06,0.00445587138029717,0,0.877039431565593,8.64866850396345e-13,0.00215350869849489,0.252192778746141,0.000471411462050271,0.164441824479535,0.000212047645671455,0.012197438767702,0.00104513971888019,0.125263618435676,0.0053058826683993,0.10490091812014,0.0045892918057555,0.133510689210313,0.00451614111585111,0.643509733147794,0.0558036983221273,0.0136790172513233
"H31-K9[un];K14[ub]",0.418797531124643,0.292241132584075,0.184574732762104,0.18675031615976,0.554734319631174,0.449219362653511,0.351580045040376,0.368703693218986,0.510357419778135,0.481871146727029,0.0622944333313355,0.159908367264128,0.0637564817330319,0.147007026938994,0.145785442952888,0.86596839920943,0.278632049028854,0.497205830239357,0.0118191093962349,0.610958071230183,0.24272350538005,0.224753362983172,0.00623027940154747,0.00388767666104058,0.0096889223223565,0.0105829556973758,2.9682575913703e-05,0.00316337444463313,0.869704260063618,0.593485039868249,0.419913139937411,0.00186439346687418,0.000128548684199602,0.116440318035146,0.877039431565593,0,0.802607326574173,0.104610526067566,0.258464120207564,0.248981784025084,0.345319657815643,0.0100055410281766,0.00022914633716969,0.0188268032945753,0.333274046138129,0.0375539152665723,0.0339443325247416,0.0458117798937087,0.0138596523511861,0.00577705565169069,0.240083314920317,0.761275385711172,0.0167801568920078
"H31-K9[un];K14[un]",0.42403803011147,0.298867759320186,0.0617554214607532,0.0353797888065595,0.0466692713374773,0.111067516735146,0.00826569177947234,0.0121301206660067,0.794937539398721,0.798291811874262,0.0406859754843892,0.895592198306152,0.042651529563776,0.910887719705397,0.663991615468169,0.123338749683687,0.741296442174915,0.233683053228631,0.666024345207286,0.0950297133856181,0.0898919403998102,0.0360131305859717,0.00259320554590509,0.00218033124975975,0.224007228088928,0.151062200563609,0.515861019101352,0.517354968329338,0.579610232905665,0.905206709429529,0.0530042374523396,1.10970459996291e-05,0.000561846296029771,0.715317935506524,8.64866850396345e-13,0.802607326574173,0,0.00756290795570618,0.860722155008902,0.0154215466449962,0.789168048259507,0.00391303208163114,0.0745008388984542,0.0437916203342443,0.656928069396529,0.0111329452831447,0.747630494784211,0.0747645601831092,0.310380340959401,0.100382275371412,0.0192371230374545,0.929887890968892,0.0815050706602755
"H4-K5[ac];K8[ac];K12[ac];K16[ac]",0.00638546969997792,5.32204233751567e-05,5.99316938811472e-05,3.86288425173971e-05,0.0986353911828649,0.0767049456607098,1.02385219113475e-19,5.11203661820139e-20,0.809178560674596,0.805815813773194,0.164343246835801,1.24088718341664e-05,0.166574187571871,1.2387868625352e-05,0.0638353076889145,0.705236335006499,0.0419124710526491,3.78471912056288e-07,9.39576531154975e-05,0.0546431265001622,1.30884767347115e-05,9.54508292807564e-05,1.44511622157179e-07,3.30770707662945e-07,0.574544976745993,0.554740588201641,3.27466553796931e-07,4.53543773736538e-06,0.00778301902786059,0.161692711506887,0.000459296982396481,4.15911360145546e-07,1.0263541048803e-11,0.000929313846969239,0.00215350869849489,0.104610526067566,0.00756290795570618,0,0.00468791466990305,4.07050240190609e-25,0.00357644176529348,6.29302467435735e-23,0.0204201015171711,1.31308094588781e-18,0.934512067768711,1.73973170440213e-26,0.0756314571976581,6.61463315753842e-15,0.384414789992318,3.66480418925927e-15,0.00470815800536938,0.413018971580603,9.92799097007798e-19
"H4-K5[ac];K8[ac];K12[ac];K16[un]",0.275779078556786,0.0751561539411177,0.796962988302363,0.957590357864391,0.447383369845015,0.424843351522787,0.0200525262214404,0.0177574607571738,0.308309715882904,0.356286395097473,1.61549864420419e-05,0.0425603750844428,1.84813708937032e-05,0.0431213160796707,0.0454124717213763,0.0794400744581701,0.452807929297102,0.0272499992325763,0.000595407952180973,0.0374878784615235,0.987681723292645,0.227028821095631,0.301193763675538,0.279593279652571,0.087815694747602,0.108286507391776,0.00362000315228584,0.253645425087485,0.592671594151439,0.00204221084430107,0.879233044468701,0.196125437976743,0.0271984112420602,0.00250260734908336,0.252192778746141,0.258464120207564,0.860722155008902,0.00468791466990305,0,0.0264798870172139,0.862129089158884,0.0185723690560749,0.199050493505908,0.00812660566696452,0.00265076644884944,0.0203458487341356,0.621485455442872,0.0280226514088444,0.536664477556536,0.114434951461089,0.138869899539848,0.0783031852744944,0.0318705067683614
"H4-K5[ac];K8[ac];K12[un];K16[ac]",0.00377638034146321,3.97692564702801e-05,1.35747600788474e-05,1.94208340731437e-05,0.447215885805849,0.431071456915376,6.02107600762958e-21,9.8953502679828e-21,0.938874721961705,0.9326150949556,0.914862004149079,2.26212814489562e-05,0.905290709331745,1.96455454152066e-05,0.0625452965564141,0.464724464550035,0.0283313003417865,4.62642200090376e-06,2.2162908186429e-05,0.0171329724773434,5.94439781127211e-05,3.78075275986509e-05,1.50063365634242e-10,5.10507930123871e-10,0.78076883059469,0.774193890226821,2.43793317760269e-06,4.64798779859246e-07,0.0126133349875151,0.935567547953681,1.62532510752286e-05,6.92037970294402e-07,1.40141224296103e-09,0.00643572990208966,0.000471411462050271,0.248981784025084,0.0154215466449962,4.07050240190609e-25,0.0264798870172139,0,0.000100341524586298,4.51935755368602e-33,0.00989471520716599,1.03448475272498e-22,0.769189997119749,2.52809529772669e-27,0.0146253400521949,3.17295300567251e-21,0.0997078677789962,1.33773089597682e-19,0.00277362706491222,0.479523014034558,3.37634682691751e-22
"H4-K5[ac];K8[ac];K12[un];K16[un]",0.337240199695408,0.355941199304402,0.00846964583382719,0.00586457332514777,0.676148923137903,0.749681441519968,0.0217073553838137,0.0187813903182286,0.305957551052195,0.360215865575435,0.0350794093618589,0.278805205277267,0.0361394238021639,0.267988382844579,0.0744451672374019,0.0130819269368776,0.000240374994056611,0.0104288919057547,0.908501420209574,0.0114031575683118,0.000293699386599871,0.000141112987294667,0.00319411149247657,0.00356438893559253,0.115677084063135,0.273803729418522,0.0118222560745926,0.0003329297851665,0.00873150565407954,0.0495175164697091,0.00126709282447369,0.000183547293086088,0.0230159077954866,0.486757064995486,0.164441824479535,0.345319657815643,0.789168048259507,0.00357644176529348,0.862129089158884,0.000100341524586298,0,0.000936534795556975,0.887365400200137,0.0057017825811829,0.392693922864944,0.0020255720434314,3.25848618612163e-06,0.0249122815738753,0.387846148263159,0.00117628412810867,0.188845497226318,0.257656228785263,0.0169021878422399
"H4-K5[ac];K8[un];K12[ac];K16[ac]",0.00784292721695802,0.000223086708117754,8.45768815713777e-07,1.06218103806678e-06,0.401307809909539,0.391064677784929,1.50384049634248e-19,5.69832857134835e-19,0.583529180400314,0.57328359801348,0.992351992863582,0.000414508504308911,0.992319268951939,0.000365230328140329,0.0179883378783015,0.543580066072286,0.0540280292395226,4.1609430718236e-05,2.98306735135723e-06,0.00697771604905766,2.56635017437854e-05,5.71625447020501e-06,5.58195115525608e-13,1.86616647994039e-12,0.603115231099182,0.587364349445467,2.11529968464093e-08,9.68114358641451e-08,0.0254182616156337,0.893887594598644,6.74019959466122e-05,8.71647217342444e-09,1.07637420164385e-12,0.00137573521093144,0.000212047645671455,0.0100055410281766,0.00391303208163114,6.29302467435735e-23,0.0185723690560749,4.51935755368602e-33,0.000936534795556975,0,0.00141704953552474,2.5409116457275e-26,0.603474874227639,2.3603104061602e-28,0.0093904406088217,2.36998330716743e-24,0.0402406891325726,1.36852830091517e-20,0.0156733973794166,0.892688555398647,6.67130383766922e-21
"H4-K5[ac];K8[un];K12[ac];K16[un]",0.642181115912002,0.229851768695457,0.00296764608514834,0.00551888512450973,0.33916361508261,0.212459550750525,0.00647849290689426,0.00793772134625746,0.527135262690741,0.565287353068855,0.397175477683232,0.0314164626718167,0.403918513257129,0.0309378647255659,0.125735060074959,0.0430438882575737,0.396969982382969,0.123382533881404,0.00163655223310085,0.510110407553703,0.0495758581209981,0.0802441637340805,0.000482792087406482,0.000399563932732891,0.752416969581518,0.932196312614688,0.000413539617161604,0.0577551491143993,0.0860161560125252,0.566674711484752,0.869494492648575,0.0148837783924729,0.00135600919337122,0.237166529522891,0.012197438767702,0.00022914633716969,0.0745008388984542,0.0204201015171711,0.199050493505908,0.00989471520716599,0.887365400200137,0.00141704953552474,0,0.000317997623634502,0.0301056109113395,0.000489249874354861,0.552533113950124,0.000333689420329788,0.000305893656678402,0.000325566790333534,0.3215093262353,0.340309087682936,2.18351657477624e-05
"H4-K5[ac];K8[un];K12[un];K16[ac]",0.0134579206348662,0.000492834805720343,4.80433719460674e-05,3.31976967444309e-05,0.593307989882652,0.565553264043758,2.55834100103512e-14,3.03843654169956e-14,0.906382391041658,0.924974571396676,0.325804501013743,0.000293947109752765,0.338578661153495,0.00029687214767976,0.00729093622107141,0.425427486663432,0.00487352439101645,3.17468585779017e-05,1.26307708477558e-09,0.0140123938594774,0.0011792125406995,0.000198350690803509,2.66175286760439e-08,6.28404591646907e-08,0.617989923972139,0.676401426589819,5.17689697006706e-13,1.78144292151234e-10,0.0142166958859911,0.214030589679229,0.000339315638807537,2.32110201575862e-07,4.57646405581044e-13,2.01195332800488e-05,0.00104513971888019,0.0188268032945753,0.0437916203342443,1.31308094588781e-18,0.00812660566696452,1.03448475272498e-22,0.0057017825811829,2.5409116457275e-26,0.000317997623634502,0,0.0547283479660897,2.42866780659916e-18,0.00602493671957223,2.9187352974908e-22,0.000486418032259669,5.72087494417562e-21,0.314918656950967,0.5196606999415,3.65044243989667e-25
"H4-K5[ac];K8[un];K12[un];K16[un]",0.544451417041747,0.810450796428426,0.0885616902570316,0.0292003082114114,0.839220428758721,0.747708065886426,0.982839208113978,0.874823008810464,0.146420678460274,0.20170552432977,0.0813691552412081,0.493655742672004,0.0815449359694111,0.481653053161445,3.76343680331939e-05,0.0357007570837095,0.399834356377383,0.22235748838318,7.36138671890706e-06,0.000507775582704292,0.00671113108518152,0.00035320593010512,0.154286883936784,0.161239838173161,0.0214527259795793,0.0550620425857581,0.00449135477915112,0.0204082238235495,0.863082969255944,0.017068369205621,0.0633434597466043,0.52747445481253,0.198144373681,5.27973992331356e-05,0.125263618435676,0.333274046138129,0.656928069396529,0.934512067768711,0.00265076644884944,0.769189997119749,0.392693922864944,0.603474874227639,0.0301056109113395,0.0547283479660897,0,0.573179969037163,0.123157950070755,0.135085241817055,1.29730584987436e-06,0.492465111890593,3.9911864691189e-09,0.0802593829874069,0.18616488841779
"H4-K5[un];K8[ac];K12[ac];K16[ac]",0.00934411401601324,0.000175535761339563,1.22197181420187e-07,8.83033489188121e-08,0.233028057953214,0.193355538158988,3.9373889884213e-20,9.49764934018404e-20,0.512332268139513,0.507969353838245,0.435894699700471,7.89081561838719e-06,0.434693622463699,7.2794100777626e-06,0.147337824185053,0.294239221989755,0.0842289034964985,2.57460153671673e-07,0.000351418327406087,0.00366312342821523,3.86423369865785e-07,2.03624241629619e-07,1.69898947236653e-12,6.60204006887422e-12,0.747049072828289,0.660636197047052,8.91818014270344e-07,6.27866385985183e-06,0.0339152776516164,0.721029498475988,0.000206604295743359,1.05152457198864e-07,6.32883025046267e-11,0.0529851026549244,0.0053058826683993,0.0375539152665723,0.0111329452831447,1.73973170440213e-26,0.0203458487341356,2.52809529772669e-27,0.0020255720434314,2.3603104061602e-28,0.000489249874354861,2.42866780659916e-18,0.573179969037163,0,0.0767778009734784,1.96505261141894e-20,0.189023101116822,2.49306946648937e-18,0.000568103079095177,0.373779934241776,1.79073014042814e-20
"H4-K5[un];K8[ac];K12[ac];K16[un]",0.850684324164984,0.6259653583693,0.266053802776938,0.297917392200554,0.866654598214127,0.835865688904511,0.599890707675942,0.572612547740659,0.038239329922618,0.0465526233625941,0.537024793354763,0.84478119282418,0.547729419552502,0.846124117285343,0.478500228771523,0.00507200783692016,1.82388903273359e-05,0.182473640011053,0.116214170246337,0.469657393207299,0.284168526494927,0.331757807666702,0.204017971448436,0.209966629585277,0.301711215269666,0.445345362934619,4.22699989194487e-06,0.000156895077494711,0.0207991797418082,0.31687449158158,0.0327811899833853,0.000389810791376996,0.0217826350942124,0.271380930056776,0.10490091812014,0.0339443325247416,0.747630494784211,0.0756314571976581,0.621485455442872,0.0146253400521949,3.25848618612163e-06,0.0093904406088217,0.552533113950124,0.00602493671957223,0.123157950070755,0.0767778009734784,0,0.0621549978059866,0.00490905148725129,0.00954544930095818,0.0161067675668499,0.061448995028967,0.0339553998924616
"H4-K5[un];K8[ac];K12[un];K16[ac]",0.0739873827433295,0.00461023236020468,0.000341270105847849,0.000375061543949577,0.90427653391848,0.850792180211369,2.29847057341633e-14,6.51574394929272e-14,0.710100176076389,0.687202819600108,0.593373436098759,0.000448223607488898,0.598038243744212,0.000399775176350979,0.0193883720850625,0.140789679776406,0.0539472522858216,0.00105404997605203,7.24992419486115e-07,0.0242180280370489,0.00168660132380725,0.000294510826530133,6.17303099465229e-09,1.93838582286168e-08,0.283457487824876,0.303994487042389,3.45006927385656e-09,1.73047059453946e-07,0.100506567954835,0.516663364756066,0.00117387354977395,1.39967443556281e-05,4.98930148715002e-10,0.00797381555942315,0.0045892918057555,0.0458117798937087,0.0747645601831092,6.61463315753842e-15,0.0280226514088444,3.17295300567251e-21,0.0249122815738753,2.36998330716743e-24,0.000333689420329788,2.9187352974908e-22,0.135085241817055,1.96505261141894e-20,0.0621549978059866,0,0.00238960584325784,1.85457731230689e-23,0.207956797636511,0.239133145868646,2.2707283115112e-28
"H4-K5[un];K8[ac];K12[un];K16[un]",0.910332507278402,0.784734919630314,0.831745444616656,0.960553857421488,0.993297419627181,0.910796904298309,0.520377890917134,0.471755917064178,0.62786986009686,0.585469536189338,0.82233581383707,0.15278773008201,0.8488430408156,0.151856500821277,0.00854802507846813,0.352305027728474,0.138296855978755,0.799685592153495,2.23274365464167e-06,0.99690645938912,0.812723272894461,0.677909129308526,0.652963014515674,0.710812018663985,0.545820980393097,0.57851174057202,1.11020996006338e-07,1.19725574959365e-05,0.2597865784329,0.404838170477389,0.301677897080196,0.0962315637503687,0.00223436293204622,0.000764635474701761,0.133510689210313,0.0138596523511861,0.310380340959401,0.384414789992318,0.536664477556536,0.0997078677789962,0.387846148263159,0.0402406891325726,0.000305893656678402,0.000486418032259669,1.29730584987436e-06,0.189023101116822,0.00490905148725129,0.00238960584325784,0,0.00124495896181359,4.78256723925232e-08,0.211637343790977,0.00261994001541799
"H4-K5[un];K8[un];K12[ac];K16[ac]",0.177536033690599,0.0262504182380717,5.70306350520556e-05,2.46131475018624e-05,0.964327179099639,0.950697043977821,3.33418567192679e-10,6.04631526703871e-10,0.386726993223977,0.357821822572602,0.78745327575123,0.000172440418082618,0.767181652154171,0.000164260614551648,0.121241600064658,0.608877159213957,0.00625336027737715,6.51320608862435e-06,1.52081362341147e-05,0.000541655498791551,0.000627206266821361,3.37309740236953e-06,4.79903264286179e-09,1.07960086559844e-08,0.371483413839579,0.364188115577874,1.85514149739999e-09,3.52338677052133e-10,0.00830722426475697,0.635637391683111,8.52117897593197e-05,3.98538092807592e-07,3.2075733237577e-12,0.022865814373113,0.00451614111585111,0.00577705565169069,0.100382275371412,3.66480418925927e-15,0.114434951461089,1.33773089597682e-19,0.00117628412810867,1.36852830091517e-20,0.000325566790333534,5.72087494417562e-21,0.492465111890593,2.49306946648937e-18,0.00954544930095818,1.85457731230689e-23,0.00124495896181359,0,0.123459011169462,0.112708881203031,3.22741253001284e-27
"H4-K5[un];K8[un];K12[ac];K16[un]",0.0253645635960798,0.00937431920953086,0.000652540913616164,0.000236850616718929,0.834708421419563,0.750415086495576,0.000138541126749997,0.000269351227399446,0.94418189007145,0.944275804252063,0.570290599946103,0.016321969061343,0.598817454035101,0.0152967703728928,0.0173289630587507,0.984884580633242,0.583087214135144,0.0138619828334035,0.00312879752154998,0.00375180859558944,0.00241487534034425,0.000335494961066618,1.47495184045192e-06,1.63715648657356e-06,0.249399604429745,0.362801973078814,0.0180805800125478,0.252670325920939,0.615566274917374,0.0989400644513575,0.205612423647513,0.422935786659789,0.904359146941849,0.00192715171828905,0.643509733147794,0.240083314920317,0.0192371230374545,0.00470815800536938,0.138869899539848,0.00277362706491222,0.188845497226318,0.0156733973794166,0.3215093262353,0.314918656950967,3.9911864691189e-09,0.000568103079095177,0.0161067675668499,0.207956797636511,4.78256723925232e-08,0.123459011169462,0,0.000578895190264505,0.0953527086506002
