"","nabut_1_C2_ctrl_100_Slot1-1_1_3703","nabut_1_C3_treat_100_Slot1-1_1_3665","nabut_1_C4_ctrl_100_Slot1-1_1_3704","nabut_1_C5_treat_100_Slot1-1_1_3666","nabut_1_D2_mix_Slot1-1_1_3691","nabut_1_D5_treat_Slot1-1_1_3713","nabut_1_E2_mix_Slot1-1_1_3692","nabut_1_E4_ctrl_Slot1-1_1_3707","nabut_1_E5_treat_Slot1-1_1_3714","nabut_1_F2_mix_Slot1-1_1_3693","nabut_1_F4_ctrl_Slot1-1_1_3708","nabut_1_F5_treat_Slot1-1_1_3715","nabut_1_G2_mix_Slot1-1_1_3694","nabut_1_G4_ctrl_Slot1-1_1_3709","nabut_1_H2_mix_Slot1-1_1_3695","nabut_1_H4_ctrl_Slot1-1_1_3710","nabut_1_H5_treat_Slot1-1_1_3717","nabut_1_I2_mix_Slot1-1_1_3696","nabut_1_I4_ctrl_Slot1-1_1_3711","nabut_1_I5_treat_Slot1-1_1_3718","nabut_1_J2_mix_Slot1-1_1_3697","nabut_1_K2_mix_Slot1-1_1_3698","nabut_1_L2_mix_Slot1-1_1_3699","nabut_1_M2_mix_Slot1-1_1_3700","nabut_1_N2_mix_Slot1-1_1_3701","nabut_1_O2_mix_Slot1-1_1_3702","nabut_4_D2_mix_Slot1-1_1_3640","nabut_4_D5_treat_Slot1-1_1_3675","nabut_4_E2_mix_Slot1-1_1_3641","nabut_4_E3_mix_Slot1-1_1_3682","nabut_4_E5_treat_Slot1-1_1_3676","nabut_4_F2_mix_Slot1-1_1_3642","nabut_4_F3_mix_Slot1-1_1_3683","nabut_4_F5_treat_Slot1-1_1_3677","nabut_4_G2_mix_Slot1-1_1_3643","nabut_4_G3_mix_Slot1-1_1_3684","nabut_4_G5_treat_Slot1-1_1_3678","nabut_4_H2_mix_Slot1-1_1_3644","nabut_4_H3_mix_Slot1-1_1_3685","nabut_4_H5_treat_Slot1-1_1_3679","nabut_4_I2_mix_Slot1-1_1_3645","nabut_4_I3_mix_Slot1-1_1_3686","nabut_4_I5_treat_Slot1-1_1_3680","nabut_4_J2_mix_Slot1-1_1_3646","nabut_4_K2_mix_Slot1-1_1_3647","nabut_4_L2_mix_Slot1-1_1_3648","nabut_4_M2_mix_Slot1-1_1_3649","nabut_4_N2_mix_Slot1-1_1_3650","nabut_4_O2_mix_Slot1-1_1_3651","nabut_4_control_C2_100_Slot1-1_1_3652","nabut_4_control_C4_100_Slot1-1_1_3653","nabut_4_treat_C3_100_Slot1-1_1_3655","nabut_4_treat_C5_100_Slot1-1_1_3656"
"H31-K9[un];K14[un]",0.116013216433014,0.143990481921391,0.101304780660005,0.141180721447343,0.0748855502993444,0.107754342679355,0.116895436387041,0.0581598049322245,0.102727493583542,0.112171422422915,0.0943686066505965,0.0995424683975583,0.0667043672229727,0.0945172586916635,0.102690968385581,0.0678134309786174,0.120212823269081,0.110276846625951,0.0957513068002494,0.116378741233572,0.0988118879677409,0.100511667444745,0.128591522061585,0.0955053473241236,0.0947916657630461,0.0812876912988406,0.0824692434322674,0.113295131710158,0.0708214615629706,0.103021656196841,0.12158198527061,0.0957243480933987,0.0718751654992903,0.118511731522403,0.105013352580296,0.0772068792786776,0.104001773519409,0.0825928027489534,0.116175498604554,0.0836166799395219,0.0681752914823962,0.081253667492361,0.123741496234525,0.103678303869012,0.106149892196766,0.0829955942316031,0.0898169796675628,0.0943829655644645,0.107438472574771,0.146363911008605,0.123443430881633,0.164668443166312,0.166608264492107
"H4-K5[ac];K8[ac];K12[ac];K16[ac]",0.0148117645889836,0.0319235907697173,0.015930761760184,0.024718041488929,0.0289283586514414,0.0116790797939179,0.0341850565733307,0.0190596296617509,0.00623446018680854,0.0432838231004795,0.0266474977518223,0.0260139851103436,0.0178531497179256,0.0209715225599865,0.0556727316709995,0.0251335257390984,0.0222244533537376,0.0344129265219018,0.0220063836145416,0.0151167806115476,0.0199380028181261,0.0339419131677639,0.023732165368621,0.00963440745418539,0.0175486267229783,0.00905023594065783,0.00931473884920838,0.0282696439829232,0.0409694653578003,0.00779945563184832,0.0433123581072519,0.00197613922117497,0.00213546212923377,0.0246217423810081,0.0499063877850855,0.00311760778280501,0.0331323687610777,0.00454019423304486,0.0149038987316878,0.0510327988286289,0.015541082891374,0.00451536996654687,0.068285619163376,0.0252188124937761,0.00503772022823944,0.03442294639587,0.040097537294503,0.066437601956404,0.0297878428548042,0.00430119278985922,0.0040786102582264,0.0475024300112224,0.0420586807099886
"H4-K5[ac];K8[ac];K12[ac];K16[un]",0.00250093291378971,0.00392152698208123,0.00454753778112433,0.00417797279226803,0.00542545219043451,0.0109165659090091,0.0161800716296142,0.0124354793652829,0.00606129159371678,0.013059951213314,0.0216571949006042,0.00960804064933032,0.0093421458310295,0.021797372099696,0.00805835134142892,0.016025219798288,0.0112859457151472,0.00677131659022363,0.0174505527410469,0.00874543280338522,0.00780095103080067,0.012844430702658,0.0120396623284781,0.00740262390329675,0.0144763946773196,0.00544515884291118,0.0114693980364492,0.00959130908641771,0.0106343441250358,0.00930739361408398,0.0105235685707571,0.00677482642412414,0.00476149811389283,0.00534232778421642,0.0148005431682937,0.00823769020112652,0.0124850971958352,0.0124307664149546,0.00543326849698922,0.00979166535073593,0.0125736232950743,0.00607196382720793,0.0185264127915055,0.0139365193237239,0.00769356797602985,0.0121389498603329,0.0116912758886155,0.0144918123165552,0.0201310137238059,0.00391481743578322,0.00350815858263819,0.00754478018180554,0.00608772825835453
"H4-K5[ac];K8[ac];K12[un];K16[ac]",0.00984552760923568,0.030499358830744,0.0125366553300442,0.0282889655145131,0.0126676789097757,0.00690924346639661,0.0349312869437513,0.0209884558017376,0.00658702989342894,0.031984026167804,0.00908643855004923,0.0140295384297552,0.00690488580620681,0.0147807855732759,0.0331171361291333,0.0124155927161689,0.0230550169358169,0.036344340457514,0.00918467961482963,0.00798170539066135,0.0105059276280433,0.0318239363521393,0.0208237570400507,0.0116185921214314,0.0154468647222932,0.0112831529510118,0.0316308461292358,0.025498961295205,0.0290992885863386,0.011003724509913,0.0296211999278753,0.00136084456102093,0.00659261510316143,0.0183785173072292,0.0449594066110127,0.00427225242691897,0.0272201065346903,0.00293279707476348,0.0150791356198181,0.0368474742360207,0.0189318863240668,0.0046631109578749,0.00314395752136256,0.0271135310856785,0.00516017891432779,0.0325969069566449,0.0341269847689359,0.00703013296429328,0.0308969039515065,0.00408105859607693,0.00402568216762467,0.0337769859034785,0.0309665302562173
"H4-K5[ac];K8[ac];K12[un];K16[un]",0.00518977689467639,0.00506468137213594,0.00459714810009869,0.00487616024053006,0.00427470761809712,0.00377938583076878,0.00856093119034496,0.0042191916687437,0.00262102575115285,0.00486262773581391,0.00274348194658774,0.00245585566725674,0.00794636881320128,0.00269583658464247,0.00534104171932227,0.00256188246951465,0.00263943064367993,0.00699459872030748,0.00343588721844903,0.00267373343255238,0.00423167140894771,0.00740968704209649,0.00461743417277283,0.00655593230309098,0.00462555507085908,0.00352473833007551,0.00496044204199206,0.00562554850367601,0.00364412193562301,0.00249310455929015,0.00478780637073391,0.00338894333210643,0.00219724476447997,0.00578619340237122,0.00742657331999868,0.00313838370255825,0.00520554548978328,0.00330756970810374,0.00315742405329879,0.00495287906618333,0.00861075904335426,0.00298509147219156,0.00526251786917516,0.00417714060877525,0.00396629627675404,0.00327010962175395,0.00684123905859259,0.00831865223486432,0.00498022554963947,0.00372333059480151,0.00207331560120965,0.00584804122305161,0.00719205646067856
"H4-K5[ac];K8[un];K12[ac];K16[ac]",0.0283929946324287,0.0511204611122864,0.0322187104116182,0.0490947209417702,0.0132794741479735,0.0382068081472699,0.0686875780165061,0.0214697471084187,0.0137610292896254,0.0563010748667428,0.0253994332105364,0.0309956347730245,0.0160476781282143,0.0320659816595327,0.0560312329358618,0.0227590190205055,0.043292949328924,0.0470511321781142,0.0256267232048603,0.0141815684818207,0.0309255163085164,0.0493646419312347,0.0485145297017176,0.0260422038270189,0.0317951982993761,0.0214656977973977,0.0558496569192892,0.0389990911473229,0.0493651281681679,0.020106938425366,0.0528505820490601,0.0108357701963236,0.00834347063399029,0.038364028905929,0.0648174237602755,0.00591240509156207,0.0405591870631977,0.0112261045215724,0.0280061533654328,0.0675757352396761,0.0429226047527117,0.0138306224230997,0.0743586610456017,0.0396464546588165,0.0120221529982502,0.0625792217643856,0.0550853213451303,0.0538885954473217,0.0446585339651502,0.0091307722458654,0.00782564133382298,0.053010016018423,0.0472295823957911
"H4-K5[ac];K8[un];K12[ac];K16[un]",0.0186313130349064,0.0166731335261232,0.0179322011245179,0.0197057207594422,0.0146678260441331,0.0399071840005147,0.0208237152666451,0.0129992196504149,0.0310617822591014,0.0219840546222442,0.0211076161879801,0.019873730672422,0.0209125595738883,0.0210072636794293,0.0134776361666524,0.0183010534306237,0.0252265503037179,0.0139371499887625,0.0158384540433852,0.0308715632984196,0.0104937265038686,0.0191699265482083,0.0173901383539845,0.00620211442112198,0.0112778160576897,0.0174154228994466,0.0303914829272378,0.0254484740181925,0.0313480842122201,0.0130669349450196,0.0304239773515972,0.0149445279685678,0.00962045072721615,0.00969827570127874,0.0136932497935637,0.0113735539227006,0.028950146660497,0.0237535503703112,0.0152743058054304,0.0230784226838004,0.0321022662835292,0.0109582491717114,0.0168074234778103,0.0134721801741245,0.0106145567227568,0.0203273471874614,0.015946549365587,0.0234490482591473,0.0203687559790326,0.0199262056588361,0.0194199722534886,0.0288071260545141,0.0281967714726976
"H4-K5[ac];K8[un];K12[un];K16[ac]",0.0237051061283279,0.0283719705322496,0.0194775028965361,0.0318658174339612,0.00444704061735832,0.0155575179878168,0.0424430222288942,0.0151636791751511,0.0130326169066663,0.0357196100433543,0.0132853297926034,0.0166356815933411,0.015523544779586,0.012902909665479,0.0416434072084981,0.015317368159617,0.0392695634106177,0.0260429795143437,0.0157314599041668,0.0170322193594615,0.0145764619090604,0.0273577090894594,0.0273424040155261,0.011996395811326,0.0111027350208761,0.0105438977035199,0.0303330527708278,0.0127170893958533,0.0213559268658291,0.0114081312555284,0.0235849738177218,0.00449922563846252,0.00445713731047063,0.0133065352395874,0.0459073773786346,0.00422149401581182,0.0216900395305753,0.00737114604399439,0.0170057807793404,0.0402781125112341,0.0374026466628189,0.00672873462082255,0.0297908205773165,0.022649602786252,0.00456331579904776,0.032641459302242,0.030533777217534,0.0419042730364836,0.0337973098671847,0.0130081970239322,0.0101618524368689,0.0452209034605268,0.0424668488707482
"H4-K5[ac];K8[un];K12[un];K16[un]",0.00546432859465986,0.00585574621487077,0.00720996880334085,0.00614911536835683,0.00117042257066121,0.00404598883770319,0.00536160209639902,0.0028569559444108,0.00117878992503893,0.00322559766849745,0.0025527231089817,0.00332195211516091,0.00503935137401738,0.0041488468265211,0.00242771623846149,0.00239385188917143,0.00413920367260174,0.00550408159031954,0.00263793905766717,0.00319431053068076,0.00456290031971363,0.00617904927042379,0.00250692316640873,0.00296934646856135,0.00137427928507806,0.00395488226938145,0.00386578728905373,0.00173986103047975,0.00343499895260888,0.00339542802302669,0.00261679055474658,0.00165812137437533,0.00180009271280193,0.00211909725597358,0.00583235498745983,0.0032855828947686,0.00363985635979733,0.00494179605920227,0.00235271559846975,0.00291104418560514,0.00859679270106585,0.00282047032783388,0.00224924127364073,0.00493386131896315,0.00240120904384685,0.00464445013753194,0.00414886398330153,0.00621218839122405,0.00385131770909238,0.00472958805130315,0.00396978215125414,0.00482316541652605,0.00501164277181485
"H4-K5[un];K8[ac];K12[ac];K16[ac]",0.00524370893422689,0.0097652280873134,0.005888164203309,0.00905850966714798,0.00761867879609165,0.00547791958154575,0.00837694229003273,0.00407480603271935,0.00534186077549214,0.0123379593461175,0.00565896189794041,0.00329324155709189,0.00599670804128111,0.00640423638901194,0.0130014532698935,0.00583047781908699,0.00798477106420855,0.0084839474564095,0.00376435111708483,0.00458029056206577,0.00744259093646141,0.00942472100968365,0.00788013563893337,0.00290500673787697,0.00481108794723187,0.00581710307465645,0.0119901971928833,0.00931227718289392,0.00926891710455831,0.00325932052105741,0.0120428736548279,0.00375190263845522,0.0028200720918305,0.00798765860994049,0.0112291812858639,0.00101825150656577,0.00912995213584146,0.00406137021944345,0.00420486915788172,0.0107735085308508,0.00585147260518746,0.00223287590219724,0.0153431855398104,0.00878637153380864,0.00274180362353664,0.00806981443848485,0.0105496876027862,0.0140435772957887,0.00760936060720009,0.00196118053319965,0.002189150464726,0.00984355945056966,0.00915582417801557
"H4-K5[un];K8[ac];K12[ac];K16[un]",0.0205157774878387,0.0115079371592454,0.017069237536172,0.0114524363472711,0.013289091823556,0.00838451639961992,0.0137885751969626,0.00866465183110049,0.00703465340333636,0.00796472808930793,0.00614168361161461,0.00824694250476551,0.0176582158654811,0.00565812205348335,0.0113140135701263,0.00978791711443093,0.00772409940326629,0.0186498392263226,0.00865691840399145,0.00895864904933003,0.00890096513372029,0.0177594292354234,0.0170805984517797,0.00757683250032823,0.016235938663885,0.01689668438886,0.0117348615517653,0.0140631556489084,0.0104069503232154,0.00986862192235966,0.012160495372667,0.00554074002210616,0.00761840090481625,0.00798694849704158,0.0198132207335142,0.00898678240116214,0.0120718601604848,0.00564884077949415,0.00958224739044789,0.0131138882410041,0.0287731880317355,0.010973049918377,0.0112789298971234,0.0128966319262356,0.00989403146150978,0.00867383384539579,0.0123498078482013,0.0132537576375887,0.00897273635267234,0.0131830650076174,0.0119277053692928,0.0141723635285106,0.0150521235020284
"H4-K5[un];K8[ac];K12[un];K16[ac]",0.101341273732657,0.0972645491770647,0.0792205360873379,0.0943957727434649,0.0259105790174259,0.0482998969997585,0.0873279878585099,0.0546679180332103,0.0472810713077239,0.101609394271242,0.0610160796810966,0.0839119923919949,0.0750021134269463,0.0633944703037495,0.141523923531299,0.0782244336909666,0.135729147317138,0.0693804776904373,0.0443344756424834,0.0603951484389945,0.0641985720896749,0.0890790659750765,0.0747704220917749,0.0399954325911859,0.0525178726968526,0.0526766617773844,0.117511406126321,0.0614708724109794,0.111064055232016,0.0351761475546533,0.0798660033586719,0.033202933338559,0.0257910505545975,0.0777932954264088,0.0932948647350498,0.0320153145003797,0.0836117508813667,0.034722980047476,0.0646074089512728,0.0914638654366712,0.101562636569641,0.0287298392665978,0.13844896594104,0.0971800359432434,0.0324296871090861,0.123983553993123,0.11234643049432,0.106532893099956,0.0858059539883683,0.053816707472237,0.0484781186123545,0.121507523369141,0.117050149414347
"H4-K5[un];K8[ac];K12[un];K16[un]",0.0301784818267393,0.0250635225292382,0.0377057481956753,0.0282014819687757,0.0189395106517233,0.02081057387127,0.0225117353049849,0.0165098202406139,0.0197565012797766,0.0149805389793572,0.0150704903948888,0.0218073047464949,0.022087038352713,0.0144613645733642,0.0161700149321496,0.0252893362107138,0.0345993093600199,0.0161303408614948,0.0109716871129197,0.0184143820729457,0.0086295480211655,0.0254433733431604,0.0180495444460193,0.0174682575450692,0.0089488808348617,0.0244271283190192,0.0278268993102517,0.0148502721859802,0.0190634898547422,0.0184417217899467,0.0195586906914526,0.0149579995443508,0.0153405640005345,0.0185962740325458,0.018532288683652,0.0172968214955651,0.0144403345657956,0.0144972973894115,0.0161377053753877,0.0236769004930997,0.0479331767364004,0.0155586663501423,0.0149685754225188,0.0246083990958891,0.0139361984049514,0.0184016425910112,0.0173078489595958,0.0241632322325378,0.0262245867097433,0.0255044367208202,0.0220005490028361,0.0233028167817089,0.0249421968794597
"H4-K5[un];K8[un];K12[ac];K16[ac]",0.0420095672705485,0.0379066108153326,0.0348320174370381,0.0402492195201542,0.0596731502897334,0.030657530101621,0.0767973411976409,0.0224356948799601,0.0237182658717437,0.0441625444027393,0.0208143178341709,0.0311501687313105,0.0396513309261104,0.0225807782721766,0.0528086672352131,0.0237092128544914,0.0539034514929781,0.042380196590149,0.0193738507390722,0.0302089276885468,0.0201865903950232,0.0368947957603913,0.0301595266877243,0.0225574656514183,0.023268046091547,0.0262037853220116,0.0456441774002985,0.0303660997083448,0.047349764955134,0.0165232647236048,0.040396871324734,0.0139681834007043,0.0125685916503618,0.0317206815468536,0.0475303207979197,0.014199601884721,0.0390284923176468,0.01757232324968,0.0307206202700843,0.0488000571737046,0.0544462970081171,0.0142696560536234,0.0660784007893831,0.0438922093501357,0.017113128676681,0.05881168673751,0.0509987324290624,0.0460756676389174,0.0454104127274092,0.0268835668755869,0.0242800503145607,0.0553098685112071,0.0570143116310656
"H4-K5[un];K8[un];K12[ac];K16[un]",0.0550176340727435,0.0353284871111142,0.0667460685778296,0.0369928055556544,0.0232901760995495,0.0328012891757648,0.0173160251799624,0.0379818844945754,0.0297653091637139,0.0237502112646849,0.0258826269708766,0.0369616735768395,0.0401318041547477,0.03365597596865,0.0178045800831296,0.0391257662572004,0.033713945365895,0.0256591634885372,0.0257610445453252,0.025879479422209,0.022407108006419,0.030672957387165,0.0247115896638937,0.0195600121319071,0.0306752749778769,0.0423421466244911,0.0279038924903697,0.021769607845855,0.0252135566214448,0.0316874780436823,0.0201926335353567,0.0414041116203789,0.0296241561426889,0.0212344504974304,0.023189242304503,0.0334147805868668,0.0205412310883766,0.0361049967192241,0.025605666988848,0.0301811408861542,0.0726524282533109,0.0328915012567878,0.0265914970299444,0.0270080186612859,0.0321217473385291,0.0285332430487496,0.026954596236159,0.0263985264103175,0.0248294323039195,0.0455497973079129,0.0383854058501036,0.0306918750498013,0.032814103015578
"H4-K5[un];K8[un];K12[un];K16[ac]",0.214658844922269,0.196073699425372,0.232439385025306,0.203937038192814,0.198206949566784,0.189916498500489,0.210490451703389,0.205430066677672,0.208435038229359,0.219768860483913,0.107915513285992,0.229384355698196,0.149364995527625,0.1782493439802,0.185875389240728,0.203661762608294,0.231917643816051,0.173327428587525,0.15387780024039,0.225515279191512,0.126240521949068,0.146210159428489,0.122970605744842,0.142444399032439,0.108108728283734,0.117835351662096,0.0145855708699559,0.217219028595521,0.18607357054523,0.174648882696639,0.217872779058941,0.109664465033998,0.171432304188751,0.224776703907609,0.208999033016141,0.152385646697419,0.193516349000921,0.189253142877573,0.203413960626182,0.144117661128085,0.15703798407267,0.161840139895099,0.190072649316878,0.223664353870528,0.144786510890099,0.23119922314732,0.204727161313372,0.191737491086422,0.1726696007002,0.210316001189785,0.212333829462253,0.205175125903741,0.206070795513411
"H4-K5[un];K8[un];K12[un];K16[un]",0.416845604706566,0.421417261606238,0.403411468429392,0.411615694769507,0.567547837991318,0.528634937606753,0.312219344472921,0.541665204406741,0.583858112479945,0.361683546725043,0.640733593229433,0.463917403245549,0.545097924117144,0.54191186145868,0.350382254103941,0.496854471623834,0.316629917153589,0.468846866019837,0.626169953052517,0.527755561271489,0.655279607212423,0.452311708794018,0.552515775893877,0.677787021442584,0.654964096063662,0.638870242310652,0.564987590094861,0.483058707961447,0.401708337160035,0.631813451783981,0.400188396253606,0.732071265685292,0.694896888971172,0.492287269504576,0.330068531639032,0.697123830889069,0.454777682254113,0.627635124291751,0.544514838789428,0.401404846008545,0.355061154768943,0.680930658589887,0.318793142343513,0.410815877168763,0.695517894536354,0.319705610972182,0.366294186194304,0.356062549992178,0.440006013010271,0.559970082496383,0.58534217613874,0.313463419135772,0.328690654669803
