"","H1-K25[me];K31[un]","H1-K25[un];K31[un]","H1.5-K33[ac];K45[un];K51[un]","H1.5-K33[un];K45[un];K51[un]","H2A1A-K5[ac];K9[un]","H2A1A-K5[un];K9[un]","H2A1B-K13[un];K15[ac]","H2A1B-K13[un];K15[un]","H2AJ-K5[ac];K9[ac]","H2AJ-K5[ac];K9[hib]","H2AJ-K5[ac];T6[ac];K9[un]","H2AJ-K5[un];K9[un]","H2AX-K5[un];K9[un]","H31-K18[ac];K23[ac]","H31-K18[ac];K23[un]","H31-K18[un];K23[ac]","H31-K18[un];K23[su]","H31-K18[un];K23[un]","H31-K27[hib];K36[un];K37[un]","H31-K27[me];K36[me2];K37[un]","H31-K27[me2];K36[me];K37[un]","H31-K27[me2];K36[un];K37[un]","H31-K27[me3];K36[un];K37[un]","H31-K27[un];K36[me2];K37[un]","H31-K27[un];K36[un];K37[un]","H31-K4[me]","H31-K4[un]","H31-K79[me]","H31-K79[un]","H31-K9[ac];K14[ac]","H31-K9[me];K14[ac]","H31-K9[me];K14[un]","H31-K9[me2];K14[ac]","H31-K9[me2];K14[un]","H31-K9[me3];K14[ac]","H31-K9[me3];K14[un]","H31-K9[un];K14[ac]","H31-K9[un];K14[ub]","H31-K9[un];K14[un]","H4-K5[ac];K8[ac];K12[ac];K16[ac]","H4-K5[ac];K8[ac];K12[ac];K16[un]","H4-K5[ac];K8[ac];K12[un];K16[ac]","H4-K5[ac];K8[ac];K12[un];K16[un]","H4-K5[ac];K8[un];K12[ac];K16[ac]","H4-K5[ac];K8[un];K12[ac];K16[un]","H4-K5[ac];K8[un];K12[un];K16[ac]","H4-K5[ac];K8[un];K12[un];K16[un]","H4-K5[un];K8[ac];K12[ac];K16[ac]","H4-K5[un];K8[ac];K12[ac];K16[un]","H4-K5[un];K8[ac];K12[un];K16[ac]","H4-K5[un];K8[ac];K12[un];K16[un]","H4-K5[un];K8[un];K12[ac];K16[ac]","H4-K5[un];K8[un];K12[ac];K16[un]","H4-K5[un];K8[un];K12[un];K16[ac]","H4-K5[un];K8[un];K12[un];K16[un]"
"H31-K4[me]",0.258840280333714,0.290378153603203,0.746895373972354,0.815610332980868,0.221295447146363,0.21879481989387,0.492569530072048,0.575417537126643,0.447279710738881,0.524107528440983,0.0677107846534554,0.0940409207729029,0.0622065398636404,0.0262096688437229,0.448874685203746,0.203649237772855,0.825326077313123,0.414460511623226,0.0429841745051525,0.307398020830868,0.325866862990715,0.763722010093641,0.263761511557437,0.647066159880159,0.0910568790884357,0,1.61129279152757e-27,0.965464648698983,0.925490870821174,0.71153625999077,0.403213932068494,0.396356497811287,0.0426066110791737,0.0168982565152654,0.855318531676059,0.733505569135582,0.0162418698019095,0.411965175569939,0.00256790001240548,0.912770764022238,0.35052259734901,0.471611569335716,0.296479377701991,0.673141810042969,0.0801057574094436,0.738200091912383,0.917909097627027,0.333717981303074,0.658536701293752,0.413721497722613,0.163609501334529,0.356820472586056,0.398265709576481,0.329461434237066,0.510817289854119
"H31-K4[un]",0.263132905886414,0.294778597822192,0.769323881431513,0.835308505752727,0.220655502960899,0.218234637653789,0.538673685162628,0.622369185558353,0.465431893598701,0.562561809018769,0.0764212796056373,0.114177542794705,0.070569576103822,0.0302525458558042,0.478488239035987,0.228298609683174,0.781906717415896,0.446731892168931,0.0365591468648383,0.262988377830705,0.326690485239632,0.715518698362,0.278322922040591,0.650262551851144,0.111163818559666,1.61129279152757e-27,0,0.988306783403632,0.961769515912006,0.701050510691725,0.316821548608493,0.36066701449994,0.0527637853471114,0.0246914821247315,0.936622933705059,0.722439056140924,0.022506807980387,0.425846706573488,0.00342526960819526,0.934321676955461,0.368764830153349,0.46877125963533,0.283882474192539,0.70503987631367,0.0825287879928111,0.752983641790949,0.986964991748729,0.294611729630597,0.732876794672908,0.411339514945895,0.152471197805672,0.331629922417278,0.42886778907813,0.355944868303258,0.504782159938622
"H31-K79[me]",0.508779315593395,0.503812153473495,0.299453636542751,0.306378404099462,0.488429129640857,0.47954343408109,0.951729178431536,0.95179853091705,0.0885828768266796,0.359040272134418,0.987474286930746,0.0750116450431122,0.961774200080578,0.660514445518818,0.550636901595992,0.71965944080589,0.948653101779282,0.520439168013941,0.710667952151475,0.442347222508245,0.0223330109238958,0.352151691780675,0.919975785175489,0.104344797383233,0.0876106197362749,0.965464648698983,0.988306783403632,0,4.99899889254732e-17,0.365615856996333,0.421110137285761,0.48378945087021,0.246684748194383,0.723957146572181,0.63836179580593,0.569872594165661,0.0318116183141983,0.0066462620523658,0.0704571912009234,0.347436654966614,0.573629196987438,0.747590347039098,0.21929842194963,0.14932350634165,0.399803514578884,0.264989534793292,0.00255923319012535,0.0874077224441733,0.862314274082195,0.266071771252794,0.327218267821778,0.138284800079067,0.00756572002052619,0.347520709898117,0.466724745958224
"H31-K79[un]",0.655454871007968,0.636229697185559,0.310769255276569,0.322324069238183,0.623558251195213,0.612488543261382,0.89137168914969,0.895379745876248,0.0509783567085973,0.202634848359127,0.983381506925288,0.0632857784225713,0.956571158556191,0.600131391674013,0.609144182039297,0.767146307198318,0.83229893108653,0.598347224716932,0.609041895537356,0.607819900264252,0.0390036232338444,0.552184432617979,0.688070790211622,0.12357806853734,0.0746721267631921,0.925490870821174,0.961769515912006,4.99899889254732e-17,0,0.285542864786817,0.617903170925026,0.495969542741828,0.310524859749457,0.826552950392615,0.594855985936863,0.72287645662479,0.0267256759446739,0.00192247142810153,0.0506289616226681,0.281455400435961,0.383055601781534,0.943404086795118,0.293666526337153,0.12737104402157,0.298965866782468,0.250718568071493,0.00384035723185215,0.0664117488049886,0.645737070039093,0.322828910632796,0.38934375879641,0.187152889148763,0.00482279660507528,0.381611080916149,0.51180753140455
"H31-K9[ac];K14[ac]",0.396508749769568,0.436105352808719,0.738096211287269,0.721031760417057,0.444209241828361,0.449953581672724,0.13646031257284,0.166870491605133,0.00185606656986177,0.00547578877282314,0.502615515233639,0.0225473217914813,0.519067969348011,0.0936016987427069,0.0160892099513321,0.8214205049176,0.914280328006024,0.0408209109028087,0.745851090098817,0.989423579555707,0.102255282722341,0.465849002724941,0.370428558750411,0.889494264103479,0.458574890099353,0.71153625999077,0.701050510691725,0.365615856996333,0.285542864786817,0,0.180557769032088,0.968468721756216,0.852527325261087,0.705935906153376,0.263128546470944,0.507431521922727,0.385148841785367,0.0375923191757913,0.661541413905418,0.000861306977923863,0.300997336312433,0.372098697981523,0.554047542553221,0.000547542861876186,0.646967460648772,0.87770646669973,0.713951646834227,0.36386479642325,0.0018352982226735,0.688102815316946,0.523330680519013,0.730209654605933,0.874602739057575,0.548465465820794,0.262257874285224
"H31-K9[me];K14[ac]",0.780257596366542,0.710193689768922,0.13241738744312,0.115252299853522,0.986883668012163,0.984103210358726,0.261276797878128,0.274108476157543,0.232240790739605,0.983965622377558,0.402583122464878,0.0791846996442167,0.410031719266507,0.516503708620062,0.121980375572935,0.115189443917271,0.81733797149808,0.0653140951269488,0.181165679433385,0.194319495255093,0.592442791848112,0.316877700561457,0.78906359446772,0.895119754856655,0.451334725548621,0.403213932068494,0.316821548608493,0.421110137285761,0.617903170925026,0.180557769032088,0,0.281622916390529,0.493814257687478,0.0135223467879613,0.0710640590127638,0.943071796932277,0.132828080171315,0.356437300699303,0.57081267202018,0.810907252919332,0.647430550716834,0.165543991211883,0.584796527017077,0.800587358001049,0.768707323067733,0.869541100740161,0.219205096847982,0.0678099521072072,0.607919274761961,0.734820032933324,0.605598614336097,0.732796569847379,0.346998672064454,0.203179056398692,0.603146323987771
"H31-K9[me];K14[un]",0.907289768127816,0.919496221617293,0.574475811155497,0.32871441126048,0.0495042292702646,0.0484824858684553,0.226442120220337,0.244988025267487,0.989454680269181,0.718109657222808,0.467188827661737,0.767498764373881,0.476039367241304,0.314376465485628,0.40862654232637,0.198573108865763,0.139039646424488,0.160143107764837,0.0229625382004288,7.67713537308926e-05,0.21773814570965,0.0270742451851944,0.603287496672387,0.206374851538103,0.938242880948938,0.396356497811287,0.36066701449994,0.48378945087021,0.495969542741828,0.968468721756216,0.281622916390529,0,0.0794961176071368,0.923755054849382,0.0169804885957454,0.913529247946729,0.507821579061788,0.984844156354727,0.938167061568737,0.369760812673672,0.0401529521944086,0.534968224277055,0.204557772013839,0.377987540058343,0.0252300695104565,0.305198867268768,0.442995462146538,0.210427271274643,0.777282732079617,0.611401674122501,0.394301253099475,0.580872381858796,0.0410201847326481,0.312613841682338,0.686552125028801
"H31-K9[me2];K14[ac]",0.389507058930086,0.337472113349215,0.403516587572922,0.507643157812242,0.163056531759484,0.162348126013873,0.771448243313037,0.826786138997823,0.406407763644788,0.698491358182708,0.00423593545212846,0.119142686399739,0.00397806199628433,0.0158501101612083,0.959497757191817,0.778483900837017,0.0209670108347467,0.847453608841769,0.53225607238548,0.824493539008802,0.146755630520655,0.971533659792079,0.986627031867361,0.123597211761911,0.00271014265103517,0.0426066110791737,0.0527637853471114,0.246684748194383,0.310524859749457,0.852527325261087,0.493814257687478,0.0794961176071368,0,0.0450477246631789,0.101521560323774,0.112767140120528,0.0370631043268034,0.782691122936666,0.00193733421875149,0.686159746480121,0.479261677325633,0.856130160117358,0.29684856881168,0.593780886497809,0.671270290159595,0.264739274030084,0.464156427066171,0.776219802390321,0.360202296306863,0.185320909127094,0.680281773549839,0.139940984642445,0.777058088283602,0.143045988374022,0.14591447418087
"H31-K9[me2];K14[un]",0.868863099170207,0.835335910727729,0.0207213744224689,0.0487549410231065,0.206235344965947,0.204879042500356,0.0854367760707471,0.10630451560617,0.356297549654057,0.307581686150755,0.00267060324856931,0.0229663254012472,0.00294446451484712,0.171611451765181,0.277520480537971,0.00128577214581186,0.869175056368213,0.0602480855300435,0.948021338358151,0.505945736455811,0.748958591630272,0.375809629541724,0.0334666780594522,0.698460371239638,0.0144451460957343,0.0168982565152654,0.0246914821247315,0.723957146572181,0.826552950392615,0.705935906153376,0.0135223467879613,0.923755054849382,0.0450477246631789,0,0.0373976663067561,0.961781681985133,1.7260303431249e-05,0.0580329900451951,0.00072607380094816,0.0772578286835442,0.247940873322724,0.994329789222117,0.889975968223827,0.063835043976756,0.122862484759042,0.818895454965662,0.214079612514278,0.324576205220082,0.275438191967356,0.756734251228031,0.606959045000956,0.837757206400173,0.191879785991069,0.087504681625809,0.808142691964825
"H31-K9[me3];K14[ac]",0.114059367209148,0.104474524895394,0.696904098725851,0.900627554422593,0.774428117351275,0.765159549166724,0.469422632123697,0.388879281842173,0.234706416173249,0.804680421300544,0.158441966740072,0.0484371088634658,0.153574158484302,0.279405421717479,0.492829303296735,0.149937166277665,0.812035133308178,0.323224260714199,0.249189327657374,0.0226132435187124,0.610984812367049,0.00341497796150595,0.0501220908992655,0.618982399527052,0.227811451550703,0.855318531676059,0.936622933705059,0.63836179580593,0.594855985936863,0.263128546470944,0.0710640590127638,0.0169804885957454,0.101521560323774,0.0373976663067561,0,0.1728273012905,0.0243120181509705,0.571650634442916,0.0218888716431607,0.210870331968961,0.982208454072024,0.430160093195483,0.846103203334248,0.449311083307204,0.847272402107752,0.337902930993869,0.21279077006536,0.523932219352294,0.617573126860473,0.637114038906138,0.542916135238059,0.265595871734211,0.985407982220486,0.95116291967825,0.563436282146008
"H31-K9[me3];K14[un]",0.772005579487003,0.75949355319928,0.817072499858809,0.617730540381023,0.748042024476372,0.734611143311664,0.390618340690398,0.326342980275022,0.59425375098822,0.849129861643362,0.889037114043049,0.51296268186476,0.874280511587498,0.584582833100793,0.658736855086276,0.490555510133902,0.342462105232616,0.363055932931343,0.450732520606916,0.168575941833493,0.0167089461662626,0.482784982359992,0.566697265535709,0.872171233423001,0.920831577741557,0.733505569135582,0.722439056140924,0.569872594165661,0.72287645662479,0.507431521922727,0.943071796932277,0.913529247946729,0.112767140120528,0.961781681985133,0.1728273012905,0,0.9131686131015,0.953390211031759,0.864396025751388,0.614563187638673,0.837144412782216,0.818228333562324,0.131873362715639,0.750838797759032,0.462862896667177,0.632049259095674,0.565500997745051,0.927639192421919,0.936122423818629,0.692392811666916,0.963768866528749,0.746443444542767,0.323202847941789,0.856545105347864,0.830752786432586
"H31-K9[un];K14[ac]",0.86173914264435,0.842878294813846,0.0162235179635512,0.0277533830887676,0.340115335292659,0.336265290027152,0.315201678001588,0.337042537073048,0.0124278660542261,0.807126489614107,0.00615361784167622,0.000115066821157376,0.00591313679184627,0.0987382476222525,0.160795740163805,0.0145469803114894,0.716110411290596,0.0652103082026749,0.718102790655649,0.862185264260454,0.306485716616918,0.250966116907267,0.00139353929930722,0.129830051504603,4.29091631537313e-05,0.0162418698019095,0.022506807980387,0.0318116183141983,0.0267256759446739,0.385148841785367,0.132828080171315,0.507821579061788,0.0370631043268034,1.7260303431249e-05,0.0243120181509705,0.9131686131015,0,0.47228381510653,1.02422278504242e-07,0.674636457088809,0.631493018126521,0.463326724947853,0.743640393755127,0.882735749837879,0.0206460789891521,0.556029927342561,0.00912126329319299,0.689082501739799,0.710343601417744,0.609255199102735,0.928079945756592,0.819742893599485,0.00362799549837736,0.0444907106688007,0.536710136458501
"H31-K9[un];K14[ub]",0.967588350005757,0.975108527121899,0.923543247097645,0.979312763201036,0.302872858469234,0.310482007076414,0.161124798699999,0.205790473751148,0.0214927183627573,0.0245972948844156,0.359620887178844,0.110312289910805,0.375360084976038,0.89562441829431,0.262120835345279,0.405060839407329,0.543158119260756,0.616643482033375,0.635837932063725,0.969759308234579,0.375018933551838,0.682684840615207,0.354014934361072,0.661554404390849,0.365687855478342,0.411965175569939,0.425846706573488,0.0066462620523658,0.00192247142810153,0.0375923191757913,0.356437300699303,0.984844156354727,0.782691122936666,0.0580329900451951,0.571650634442916,0.953390211031759,0.47228381510653,0,0.263586002753431,0.0496429904932732,0.241862367259316,0.0606134275552593,0.787525426524506,0.0046851932636597,0.845326457883133,0.580253941407136,0.0424763185400664,0.0293683909341574,0.110711170705959,0.544852579902685,0.584700186590068,0.959058519300706,0.280961062959968,0.544791043507009,0.957735319005081
"H31-K9[un];K14[un]",0.919987484107145,0.944365094806122,0.050582194499852,0.0810230490081612,0.919155032054954,0.931557525306927,0.550538687018262,0.580355345384894,0.0171524175754988,0.775698665192949,0.00575782806440159,0.000346128991508966,0.00555103713978823,0.0188234351330529,0.161536007584158,0.0389468941858968,0.26731360234272,0.114089678813457,0.701917083257474,0.763778997617839,0.471179767518521,0.523943467401973,0.00763675345195773,0.233352867073156,7.48886376340015e-05,0.00256790001240548,0.00342526960819526,0.0704571912009234,0.0506289616226681,0.661541413905418,0.57081267202018,0.938167061568737,0.00193733421875149,0.00072607380094816,0.0218888716431607,0.864396025751388,1.02422278504242e-07,0.263586002753431,0,0.528164523600819,0.723926185838507,0.265221651340355,0.721820377219744,0.749002107435001,0.145948283008605,0.612489909290217,0.034326109031914,0.225701249069867,0.975173954951508,0.521190527836225,0.616249900047521,0.708439537699243,0.050052824993,0.122115622293785,0.496584937051274
"H4-K5[ac];K8[ac];K12[ac];K16[ac]",0.301023317490373,0.267497467695232,0.421582867521342,0.582177171409666,0.6393491345211,0.649402708054872,0.0954571549051051,0.0922984023378668,0.0728093302017162,0.00504868106321263,0.115546392733183,0.537586119389321,0.12216023070609,0.0140860238426586,0.150194908608948,0.149570689777782,0.459234522974208,0.467075165715304,0.943512165051489,0.416740498788576,0.00877773132466258,0.624321380455831,0.926002176914632,0.897917749701139,0.818748643135992,0.912770764022238,0.934321676955461,0.347436654966614,0.281455400435961,0.000861306977923863,0.810907252919332,0.369760812673672,0.686159746480121,0.0772578286835442,0.210870331968961,0.614563187638673,0.674636457088809,0.0496429904932732,0.528164523600819,0,0.18515691847425,0.280228746508662,0.604488179004129,7.75629186883186e-07,0.369880522571519,0.61506457894912,0.593570415375064,0.269144608293353,0.0620089600956026,0.754584041771276,0.101588231848226,0.624762982631315,0.581393177327229,0.921153568851749,0.525390666194755
"H4-K5[ac];K8[ac];K12[ac];K16[un]",0.719840973390482,0.820399816083132,0.611234530887676,0.466202021653658,0.0521128535117363,0.0530024081212813,0.113300320220112,0.116574642704658,0.300077894520603,0.112851570349494,0.756822790642345,0.710649658541223,0.765202820456266,0.712796342734649,0.0478842002970443,0.241547211954954,0.165635989813387,0.0328454889005574,0.425117754792365,0.0488672318934155,0.952903245854012,0.239090477871859,0.567083788579971,0.930472611466921,0.297298318708028,0.35052259734901,0.368764830153349,0.573629196987438,0.383055601781534,0.300997336312433,0.647430550716834,0.0401529521944086,0.479261677325633,0.247940873322724,0.982208454072024,0.837144412782216,0.631493018126521,0.241862367259316,0.723926185838507,0.18515691847425,0,0.273657077665852,0.920714259381249,0.577294164887975,0.864530706375653,0.842689136303833,0.302455016967853,0.354587426606366,0.0302998657617426,0.262716247410925,0.277482557077484,0.621793531331846,0.929939752734956,0.188201881637893,0.375243292858412
"H4-K5[ac];K8[ac];K12[un];K16[ac]",0.853869564464322,0.780853992084292,0.525397357947171,0.234439714461274,0.368011387970359,0.38032189885094,0.219440556750535,0.232693663639525,0.0840108830437022,0.146278905350844,0.861953764825249,0.148162490079663,0.865867143459729,0.90175329881632,0.584662328399586,0.785428967605524,0.693736980750776,0.622227097761476,0.144363026776958,0.118117452928261,0.583341438484048,0.259689085828823,0.00769383920546438,0.246523294655849,0.247640233988126,0.471611569335716,0.46877125963533,0.747590347039098,0.943404086795118,0.372098697981523,0.165543991211883,0.534968224277055,0.856130160117358,0.994329789222117,0.430160093195483,0.818228333562324,0.463326724947853,0.0606134275552593,0.265221651340355,0.280228746508662,0.273657077665852,0,0.577241926327075,0.802958778647845,0.518363635008094,0.177790672091537,0.987950189434713,0.864717497080923,0.18108433634122,0.162477335970271,0.756130019457441,0.0310171458056951,0.701447749326997,0.165217451244473,0.117635712458736
"H4-K5[ac];K8[ac];K12[un];K16[un]",0.756138283802853,0.608553791849993,0.761052691091102,0.754387660305677,0.947402054786278,0.957409598734224,0.587223096345757,0.536975376086657,0.196167504932085,0.466347381701198,0.747443376789296,0.172152838245906,0.736769115661645,0.6542078480742,0.906431521575189,0.240465014797312,0.651604872281215,0.766744822813752,0.154930841958664,0.774571221779475,0.0746130448377133,0.578330835872844,0.629555401275167,0.293778986236784,0.843907723787562,0.296479377701991,0.283882474192539,0.21929842194963,0.293666526337153,0.554047542553221,0.584796527017077,0.204557772013839,0.29684856881168,0.889975968223827,0.846103203334248,0.131873362715639,0.743640393755127,0.787525426524506,0.721820377219744,0.604488179004129,0.920714259381249,0.577241926327075,0,0.290447832016004,0.416129171105379,0.0192813854212481,0.361439636764698,0.512036120591162,0.157122154153179,0.203167569537509,0.766329258135593,0.106251677560892,0.714279175366777,0.121673207403047,0.121965341890115
"H4-K5[ac];K8[un];K12[ac];K16[ac]",0.409574246389737,0.426465330164336,0.970653469759425,0.752040813819615,0.739395241690543,0.743368296381695,0.0939488371273086,0.101556311848214,0.0367287392610392,0.00287074846411116,0.161021402651534,0.38551149564707,0.169500946626136,0.0209080343494913,0.0510698532964662,0.140547324267925,0.858176872069033,0.290063208990981,0.883980659603335,0.154648127408155,0.00374236033224122,0.664088199626406,0.975062446737784,0.986462443760937,0.78748478327661,0.673141810042969,0.70503987631367,0.14932350634165,0.12737104402157,0.000547542861876186,0.800587358001049,0.377987540058343,0.593780886497809,0.063835043976756,0.449311083307204,0.750838797759032,0.882735749837879,0.0046851932636597,0.749002107435001,7.75629186883186e-07,0.577294164887975,0.802958778647845,0.290447832016004,0,0.992276551055275,0.169105067578079,0.496134828722008,0.0642004184099195,0.0847144808564961,0.205880717597731,0.408715284349728,0.180750895696273,0.354564186934151,0.511725444990751,0.116806983581274
"H4-K5[ac];K8[un];K12[ac];K16[un]",0.273508361018341,0.368315491206817,0.699295921456942,0.955053131393399,0.050740646706045,0.0492909501119523,0.535972837824357,0.595212881425401,0.50351199015267,0.872167798864885,0.804536332823425,0.255254128560991,0.793693059519193,0.741676241160264,0.902032792151984,0.108687083090504,0.683119070501656,0.603207083762815,0.624860744227175,0.953033993554869,0.815115181148931,0.955183776442763,0.0712547962240192,0.802779250856086,0.103427716298135,0.0801057574094436,0.0825287879928111,0.399803514578884,0.298965866782468,0.646967460648772,0.768707323067733,0.0252300695104565,0.671270290159595,0.122862484759042,0.847272402107752,0.462862896667177,0.0206460789891521,0.845326457883133,0.145948283008605,0.369880522571519,0.864530706375653,0.518363635008094,0.416129171105379,0.992276551055275,0,0.892005272013101,0.26075589715118,0.877940069060427,0.567068823601494,0.274297374349611,0.037255853686647,0.401698998362328,0.00556441339424422,0.513518049604227,0.302150383472406
"H4-K5[ac];K8[un];K12[un];K16[ac]",0.558083854486847,0.444842064228692,0.0297693979332786,0.00828108115489294,0.502223483473569,0.499481574686136,0.578601945358884,0.503991719472148,0.953987220993212,0.418994161786397,0.838997993656809,0.467504523838594,0.829928721431863,0.938785300058806,0.66344813847756,0.430280703349185,0.134924325730974,0.9764087724785,0.843999161773224,0.193045833320986,0.0334240667438728,0.230406182233791,0.999789440245238,0.654318396302265,0.589975448550327,0.738200091912383,0.752983641790949,0.264989534793292,0.250718568071493,0.87770646669973,0.869541100740161,0.305198867268768,0.264739274030084,0.818895454965662,0.337902930993869,0.632049259095674,0.556029927342561,0.580253941407136,0.612489909290217,0.61506457894912,0.842689136303833,0.177790672091537,0.0192813854212481,0.169105067578079,0.892005272013101,0,0.40127089283025,0.0636779699051361,0.259201387182623,0.00306507367135592,0.279415464255997,0.0133633095001475,0.0507853074086422,0.0021966886988232,0.00286074481125067
"H4-K5[ac];K8[un];K12[un];K16[un]",0.570107857347518,0.5448306105396,0.233790696115924,0.219810297075404,0.530650190708211,0.52502949915611,0.142056305700042,0.12994679163071,0.41872145672635,0.759396611823457,0.680930733453473,0.150042647441325,0.669157871606536,0.492797968874161,0.0499913139282811,0.236827022617546,0.565356215822407,0.0522415404757207,0.801783956268137,0.933428326072328,0.12178858206371,0.684951435914539,0.475182616744677,0.504418549623995,0.0986778715415724,0.917909097627027,0.986964991748729,0.00255923319012535,0.00384035723185215,0.713951646834227,0.219205096847982,0.442995462146538,0.464156427066171,0.214079612514278,0.21279077006536,0.565500997745051,0.00912126329319299,0.0424763185400664,0.034326109031914,0.593570415375064,0.302455016967853,0.987950189434713,0.361439636764698,0.496134828722008,0.26075589715118,0.40127089283025,0,0.330796307624507,0.16461887323389,0.763096298489395,0.17517574149863,0.550172541092261,0.0224214661284617,0.581284317323577,0.644391484836035
"H4-K5[un];K8[ac];K12[ac];K16[ac]",0.0600194906140572,0.0595265971702804,0.274450067066601,0.176596859710569,0.960457936225594,0.959230568520143,0.0292996660558358,0.0289888628680046,0.758075015412693,0.48207165286992,0.324146395452358,0.921736073178447,0.333583001900071,0.866073964230868,0.301509575503816,0.276586048494695,0.739657902115913,0.69640554411298,0.570416800980918,0.0257256427955124,0.131099121371729,0.108131512060017,0.787558594806701,0.599742361371637,0.742382995962116,0.333717981303074,0.294611729630597,0.0874077224441733,0.0664117488049886,0.36386479642325,0.0678099521072072,0.210427271274643,0.776219802390321,0.324576205220082,0.523932219352294,0.927639192421919,0.689082501739799,0.0293683909341574,0.225701249069867,0.269144608293353,0.354587426606366,0.864717497080923,0.512036120591162,0.0642004184099195,0.877940069060427,0.0636779699051361,0.330796307624507,0,0.44836327428505,0.000682039168159409,0.891543305613529,0.00197847755864242,0.92605516970584,0.154035877462373,0.01255588372227
"H4-K5[un];K8[ac];K12[ac];K16[un]",0.887468160024795,0.836315080998954,0.770554189079391,0.67789013325857,0.559727515471396,0.573452188872484,0.0220041225891946,0.0381678204111838,0.0126508861530437,0.00110529284813075,0.133605658851573,0.204554160982349,0.130114465177715,0.0917249949927012,0.431957145777451,0.814725174591009,0.510086140191146,0.497495045393208,0.350863324478811,0.782668844454378,0.625917986170835,0.921152995301898,0.767985994306521,0.441172242922817,0.619564449419489,0.658536701293752,0.732876794672908,0.862314274082195,0.645737070039093,0.0018352982226735,0.607919274761961,0.777282732079617,0.360202296306863,0.275438191967356,0.617573126860473,0.936122423818629,0.710343601417744,0.110711170705959,0.975173954951508,0.0620089600956026,0.0302998657617426,0.18108433634122,0.157122154153179,0.0847144808564961,0.567068823601494,0.259201387182623,0.16461887323389,0.44836327428505,0,0.280176676736224,0.571477680716827,0.726365158411166,0.388416794814397,0.0851776215941133,0.469717613534247
"H4-K5[un];K8[ac];K12[un];K16[ac]",0.011203680680197,0.0131089763579345,0.0274531339137113,0.0106084431766529,0.615273652915378,0.599510604885923,0.167523143202455,0.138406476929068,0.659291308591904,0.884343963873522,0.818901235788195,0.550503652566476,0.837997260108043,0.853109492963068,0.655785705634409,0.151883781400568,0.456926424853323,0.802433225293105,0.400887056385575,0.0516259319446524,0.0838873033933656,0.376733161712436,0.78329407225739,0.44211945658767,0.90094390213228,0.413721497722613,0.411339514945895,0.266071771252794,0.322828910632796,0.688102815316946,0.734820032933324,0.611401674122501,0.185320909127094,0.756734251228031,0.637114038906138,0.692392811666916,0.609255199102735,0.544852579902685,0.521190527836225,0.754584041771276,0.262716247410925,0.162477335970271,0.203167569537509,0.205880717597731,0.274297374349611,0.00306507367135592,0.763096298489395,0.000682039168159409,0.280176676736224,0,0.534453767597825,1.07009360837928e-06,0.73853989384475,0.00122203272118319,5.6134847668064e-07
"H4-K5[un];K8[ac];K12[un];K16[un]",0.994482857781204,0.78708287502707,0.8249819491328,0.914723658948594,0.723964325050377,0.709391967789949,0.645693237944629,0.56750760556561,0.577132784128713,0.5036676353358,0.0896121038383138,0.757681929000508,0.0860966825479374,0.113170316358222,0.968657888908213,0.901114413088629,0.471129667317305,0.919908718340405,0.474059192009306,0.739004207736817,0.526370760191624,0.223253347297825,0.817973099987524,0.711715785434551,0.409664668198261,0.163609501334529,0.152471197805672,0.327218267821778,0.38934375879641,0.523330680519013,0.605598614336097,0.394301253099475,0.680281773549839,0.606959045000956,0.542916135238059,0.963768866528749,0.928079945756592,0.584700186590068,0.616249900047521,0.101588231848226,0.277482557077484,0.756130019457441,0.766329258135593,0.408715284349728,0.037255853686647,0.279415464255997,0.17517574149863,0.891543305613529,0.571477680716827,0.534453767597825,0,0.325188289375741,0.0955546462710231,0.9402388945667,0.292962871699858
"H4-K5[un];K8[un];K12[ac];K16[ac]",0.0104912794159237,0.0115983753919712,0.119918650515146,0.0684127060028404,0.854789898048152,0.870242097354208,0.11449013499232,0.0924491521269331,0.75401700777477,0.915636386437152,0.798148715507247,0.568768570544874,0.786643936258873,0.986708702500589,0.913297971612276,0.111121699295211,0.71052433309994,0.497760951513639,0.40987779532201,0.0149273086480757,0.0404885209104706,0.106508014439716,0.517933484697907,0.122752185209155,0.978928236619653,0.356820472586056,0.331629922417278,0.138284800079067,0.187152889148763,0.730209654605933,0.732796569847379,0.580872381858796,0.139940984642445,0.837757206400173,0.265595871734211,0.746443444542767,0.819742893599485,0.959058519300706,0.708439537699243,0.624762982631315,0.621793531331846,0.0310171458056951,0.106251677560892,0.180750895696273,0.401698998362328,0.0133633095001475,0.550172541092261,0.00197847755864242,0.726365158411166,1.07009360837928e-06,0.325188289375741,0,0.909065602688601,0.00169345689948238,9.99745938772462e-08
