"","1_D3_Slot1-1_1_1321","1_D4_Slot1-1_1_1300","1_E3_Slot1-1_1_1322","1_E4_Slot1-1_1_1301","1_F3_Slot1-1_1_1323","1_F4_Slot1-1_1_1302","1_G3_Slot1-1_1_1325","1_G4_Slot1-1_1_1305","1_H2_Slot1-1_1_1341","1_H3_Slot1-1_1_1326","1_H4_Slot1-1_1_1306","1_I2_Slot1-1_1_1342","1_I3_Slot1-1_1_1327","1_I4_Slot1-1_1_1307","100_C2_Slot1-1_1_1339","100_C3_Slot1-1_1_1319","100_C4_Slot1-1_1_1298","auto_2_C3_100cell_Slot1-1_1_3400","auto_2_E2_1cell_Slot1-1_1_3420","auto_2_E3_1cell_Slot1-1_1_3418","auto_2_F2_1cell_Slot1-1_1_3421","auto_2_F3_1cell_Slot1-1_1_3419","auto_4_C4_100cell_Slot1-1_1_3505","auto_4_D3_1cell_Slot1-1_1_3495","auto_4_D4_1cell_Slot1-1_1_3492","auto_4_E4_1cell_Slot1-1_1_3493","auto_4_F4_1cell_Slot1-1_1_3494","nabut_1_C2_ctrl_100_Slot1-1_1_3703","nabut_1_C3_treat_100_Slot1-1_1_3665","nabut_1_C4_ctrl_100_Slot1-1_1_3704","nabut_1_C5_treat_100_Slot1-1_1_3666","nabut_1_D2_mix_Slot1-1_1_3691","nabut_1_D3_mix_Slot1-1_1_3720","nabut_1_D5_treat_Slot1-1_1_3713","nabut_1_E2_mix_Slot1-1_1_3692","nabut_1_E3_mix_Slot1-1_1_3721","nabut_1_E4_ctrl_Slot1-1_1_3707","nabut_1_E5_treat_Slot1-1_1_3714","nabut_1_F2_mix_Slot1-1_1_3693","nabut_1_F3_mix_Slot1-1_1_3722","nabut_1_F4_ctrl_Slot1-1_1_3708","nabut_1_F5_treat_Slot1-1_1_3715","nabut_1_G2_mix_Slot1-1_1_3694","nabut_1_G3_mix_Slot1-1_1_3723","nabut_1_G4_ctrl_Slot1-1_1_3709","nabut_1_G5_treat_Slot1-1_1_3716","nabut_1_H2_mix_Slot1-1_1_3695","nabut_1_H4_ctrl_Slot1-1_1_3710","nabut_1_H5_treat_Slot1-1_1_3717","nabut_1_I2_mix_Slot1-1_1_3696","nabut_1_I4_ctrl_Slot1-1_1_3711","nabut_1_I5_treat_Slot1-1_1_3718","nabut_1_J2_mix_Slot1-1_1_3697","nabut_1_K2_mix_Slot1-1_1_3698","nabut_1_L2_mix_Slot1-1_1_3699","nabut_1_M2_mix_Slot1-1_1_3700","nabut_1_N2_mix_Slot1-1_1_3701","nabut_1_O2_mix_Slot1-1_1_3702","nabut_4_control_C2_100_Slot1-1_1_3652","nabut_4_control_C4_100_Slot1-1_1_3653","nabut_4_D2_mix_Slot1-1_1_3640","nabut_4_D5_treat_Slot1-1_1_3675","nabut_4_E2_mix_Slot1-1_1_3641","nabut_4_E3_mix_Slot1-1_1_3682","nabut_4_E5_treat_Slot1-1_1_3676","nabut_4_F2_mix_Slot1-1_1_3642","nabut_4_F3_mix_Slot1-1_1_3683","nabut_4_F5_treat_Slot1-1_1_3677","nabut_4_G2_mix_Slot1-1_1_3643","nabut_4_G3_mix_Slot1-1_1_3684","nabut_4_G5_treat_Slot1-1_1_3678","nabut_4_H2_mix_Slot1-1_1_3644","nabut_4_H3_mix_Slot1-1_1_3685","nabut_4_H5_treat_Slot1-1_1_3679","nabut_4_I2_mix_Slot1-1_1_3645","nabut_4_I3_mix_Slot1-1_1_3686","nabut_4_I5_treat_Slot1-1_1_3680","nabut_4_J2_mix_Slot1-1_1_3646","nabut_4_K2_mix_Slot1-1_1_3647","nabut_4_L2_mix_Slot1-1_1_3648","nabut_4_M2_mix_Slot1-1_1_3649","nabut_4_N2_mix_Slot1-1_1_3650","nabut_4_O2_mix_Slot1-1_1_3651","nabut_4_treat_C3_100_Slot1-1_1_3655","nabut_4_treat_C5_100_Slot1-1_1_3656"
"H31-K23[ac]",0.129885009985207,0.0973250903930141,0.138747249902938,0.145460669980951,0.144375675862228,0.100021300876668,0.143237040138267,0.124246189395822,0.121813374951718,0.120200823549164,0.153821206699295,0.119132361078593,0.154093960423406,0.17775137635976,0.265631797313033,0.2891241918696,0.497664846207325,0.467897579392704,0.196511175228129,0.236551143266796,0.238095632712046,0.198967126012932,0.282463558557218,0.218415950868156,0.178239735585132,0.207402699949805,0.192379030851348,0.36510890442553,0.390298014809741,0.389544380568718,0.409645508471904,0.201759707912428,0.35042324427173,0.301020003663374,0.349420967005845,0.576986635136254,0.496152431595184,0.327139001334775,0.345665880769036,0.370009333565266,0.218181336597451,0.380289054098383,0.338672514757949,0.445445111817155,0.30104232128633,0.514366518224605,0.275307325358225,0.331550139974546,0.304139011432023,0.332508307802176,0.225429251071173,0.178739016416315,0.216193130731883,0.369748872216727,0.309321597715944,0.177794943676526,0.230514101505176,0.277622869395021,0.371106592303739,0.285288320849335,0.251511586243394,0.169924438681644,0.185128079933007,0.222356966263642,0.233883843927752,0.184972840611055,0.176540152780699,0.168605610435006,0.373228161346201,0.17603253362581,0.213972573800537,0.208281660211281,0.257322822816188,0.479578756064712,0.515609849584541,0.180166660046868,0.318561833534947,0.285698441745688,0.179345023126249,0.329517353406931,0.218042236028587,0.334112753881795,0.284951858852364,0.373706452576923,0.398001476946102
"H31-K23[su]",0.00279525152146962,0.0015528457751624,0.0025110363372302,0.0045602378850532,0.00335358251286742,0.00438155463079869,0.00268547443453244,0.00423870211935106,0.00239323109686714,0.00224530761051397,0.00147884365913147,0.00361443762890407,0.00564726408900578,0.00304922862017336,0.00526588521359005,0.00350794750215492,0.00770348404715714,0.0123429977786503,0.00237613374380496,0.0076567304689548,0.00944330162405154,0.001274059601462,0.00277924885702102,0.00766694496724072,0.00773008773076226,0.00406254678239837,0.00367399090623655,0.0013942711821747,0.00129079852404282,0.000919060686557949,0.00168641922044707,0.0189800695213402,0.0114939051875893,0.00824874310725211,0.0115241645532411,0.00405403670589818,0.0080021645863307,0.0088017525889276,0.0101031143440206,0.00113748770020433,0.00871652335433144,0.0114096111443158,0.00820726446961012,0.00281633989902454,0.0127468207999936,0.0196844023272338,0.01278854112244,0.0127422686915519,0.0127361744264828,0.0120326282298528,0.00761641244897096,0.0114911037332293,0.0107665076460363,0.0136459765678399,0.0152358282296272,0.010993564493191,0.00919304266938245,0.0118549991967713,0.00153292155475087,0.00303033362532289,0.00443561398148814,0.00639262598212408,0.00458870125229469,0.00329156202063009,0.0161386893974267,0.00561988042410909,0.00209376425082876,0.00648215764338508,0.0212076218757733,0.00323819518509703,0.00855667750630745,0.0113665134138418,0.0035930010964587,0.00848211453952444,0.00704544721417363,0.00442117805933987,0.0102425542811228,0.0104928404205816,0.00574090374936956,0.00989084452188328,0.0102935162220604,0.00529318708342393,0.0108616186482084,0.0020958793863356,0.0015338666929722
"H31-K23[un]",0.867319738493323,0.901122063831823,0.858741713759832,0.849979092133996,0.852270741624905,0.895597144492533,0.8540774854272,0.871515108484827,0.875793393951415,0.877553868840322,0.844699949641573,0.877253201292503,0.840258775487588,0.819199395020066,0.729102317473377,0.707367860628245,0.494631669745518,0.519759422828646,0.801112691028066,0.75579212626425,0.752461065663903,0.799758814385606,0.714757192585761,0.773917104164603,0.814030176684106,0.788534753267796,0.803946978242415,0.633496824392295,0.608411186666216,0.609536558744724,0.588668072307649,0.779260222566232,0.63808285054068,0.690731253229374,0.639054868440914,0.418959328157848,0.495845403818486,0.664059246076298,0.644231004886944,0.62885317873453,0.773102140048218,0.608301334757301,0.653120220772441,0.551738548283821,0.686210857913676,0.465949079448161,0.711904133519335,0.655707591333902,0.683124814141495,0.655459063967971,0.766954336479856,0.809769879850455,0.773040361622081,0.616605151215433,0.675442574054428,0.811211491830283,0.760292855825441,0.710522131408207,0.62736048614151,0.711681345525342,0.744052799775118,0.823682935336232,0.810283218814698,0.774351471715728,0.749977466674822,0.809407278964836,0.821366082968473,0.824912231921609,0.605564216778025,0.820729271189093,0.777470748693155,0.780351826374877,0.739084176087353,0.511939129395764,0.477344703201286,0.815412161893792,0.67119561218393,0.70380871783373,0.814914073124382,0.660591802071186,0.771664247749352,0.660594059034781,0.704186522499428,0.624197668036741,0.600464656360926
"H31-K27[me2]",0.261963456543015,0.275166429163919,0.367120744051532,0.242626433943099,0.253616436551185,0.254694206008584,0.321429252206401,0.243209035147503,0.274915928532563,0.366701350824058,0.235834416809965,0.310196273601045,0.253912275064267,0.229913549549272,0.322285446472027,0.407387623488689,0.394750339298678,0.161106098288302,0.507367573201933,0.545681882220344,0.555271612149533,0.546615016638935,0.0603580339549307,0.0659161196160251,0.0893698861615084,0.379656013611857,0.171540633824914,0.31139740716194,0.316406538332856,0.315961034451184,0.320063979542006,0.0271138502740355,0.210888619682178,0.108709599807523,0.134027859065902,0.154327601526159,0.230374516539746,0.126023092488989,0.022093186130318,0.217354516204451,0.190419926119079,0.0870340338437105,0.0413304972861963,0.17207524700376,0.179952782800884,0.0710680291320449,0.0132467336303905,0.202531301625946,0.161851347581515,0.0169358814488299,0.14687171489347,0.0268401565446395,0.0735409981332043,0.0258686903529953,0.0166986240755178,0.0590462100774519,0.00517670006630322,0.0651415695675071,0.237021962596772,0.468725082851783,0.202934962599212,0.29366699823744,0.331544682366106,0.35539134285398,0.173138280554772,0.189670276416097,0.407214470284238,0.13900181416105,0.430280384256096,0.418165655720561,0.0914266927686537,0.219170120287072,0.452976431886801,0.0551363900174115,0.236833545258302,0.165771685796581,0.083155929649887,0.22188525691472,0.46071980316988,0.262510347977506,0.316622251832112,0.10389097373099,0.10363642000186,0.189483322615819,0.74327745353184
"H31-K27[me]",0.260293024659107,0.235787055745794,0.196052977520705,0.233633711990607,0.182831220412043,0.166040772532189,0.246201940489125,0.19337764756906,0.189952456135656,0.182732863858489,0.140552782787401,0.20936109987869,0.19538881748072,0.149452275194186,0.253925144357586,0.29596777001487,0.286700806952204,0.824752610475326,0.190917274708614,0.17686907109984,0.10318097741433,0.260672316971714,0.885125222290269,0.881650603416682,0.752367929562433,0.25831778766323,0.624144963915908,0.391545516234501,0.347169056398122,0.38478522646976,0.367181860600124,0.0325688093081945,0.314793700562959,0.126192958537172,0.0499239143158141,0.256167354831966,0.290811252312201,0.160847518152601,0.0163641225642219,0.223750570579263,0.204530638852673,0.0775519790629788,0.0483717177644125,0.305460739038018,0.258897177014266,0.0546325281316749,0.0613498476952899,0.310766455090862,0.0641751085684783,0.0196183626714613,0.173310499015393,0.0542629968296499,0.0115418768433912,0.0275819248016557,0.134598284835332,0.0176351197711533,0.0275164994027396,0.00938569253835285,0.618035932107809,0.258671530010757,0.182178952777936,0.180042929689545,0.168404455521082,0.177986272556183,0.232435482820741,0.163612980186763,0.104950904392765,0.0891322483679172,0.160311197244956,0.216246601129471,0.552057025867866,0.132442130799555,0.0851471317200667,0.152760822142614,0.1300529319573,0.460015342529201,0.257852159958078,0.129100366609724,0.152619633422975,0.123305072649939,0.0988299467021985,0.265060240963855,0.142015686517655,0.112170436435821,0.00934855474732181
"H31-K27[un]",0.477743518797878,0.489046515090287,0.436826278427764,0.523739854066295,0.563552343036771,0.579265021459227,0.432368807304474,0.563413317283437,0.535131615331781,0.450565785317453,0.623612800402634,0.480442626520265,0.550698907455013,0.620634175256542,0.423789409170387,0.296644606496441,0.318548853749119,0.0141412912363722,0.301715152089453,0.277449046679816,0.341547410436137,0.192712666389351,0.0545167437548002,0.0524332769672927,0.158262184276058,0.362026198724913,0.204314402259178,0.297057076603559,0.336424405269022,0.299253739079056,0.31275415985787,0.94031734041777,0.474317679754864,0.765097441655305,0.816048226618284,0.589505043641875,0.478814231148053,0.71312938935841,0.96154269130546,0.558894913216286,0.605049435028249,0.835413987093311,0.910297784949391,0.522464013958222,0.56115004018485,0.87429944273628,0.92540341867432,0.486702243283193,0.773973543850007,0.963445755879709,0.679817786091137,0.918896846625711,0.914917125023404,0.946549384845349,0.848703091089151,0.923318670151395,0.967306800530957,0.92547273789414,0.144942105295419,0.27260338713746,0.614886084622852,0.526290072073015,0.500050862112812,0.466622384589837,0.594426236624487,0.646716743397141,0.487834625322997,0.771865937471033,0.409408418498947,0.365587743149969,0.35651628136348,0.648387748913373,0.461876436393132,0.792102787839974,0.633113522784398,0.374212971674217,0.658991910392035,0.649014376475556,0.386660563407145,0.614184579372556,0.58454780146569,0.631048785305155,0.754347893480485,0.69834624094836,0.247373991720838
"H31-K36[me2]",0.738036543456985,0.724833570836081,0.632879255948468,0.757373566056901,0.746383563448815,0.745305793991416,0.678570747793599,0.756790964852497,0.725084071467437,0.633298649175942,0.764165583190035,0.689803726398955,0.746087724935733,0.770086450450728,0.677714553527973,0.592612376511311,0.605249660701322,0.838893901711698,0.492632426798067,0.454318117779656,0.444728387850467,0.453384983361065,0.939641966045069,0.934083880383975,0.910630113838492,0.620343986388143,0.828459366175086,0.68860259283806,0.683593461667144,0.684038965548816,0.679936020457994,0.972886149725965,0.789111380317822,0.891290400192477,0.865972140934098,0.845672398473841,0.769625483460254,0.873976907511011,0.977906813869682,0.782645483795549,0.809580073880921,0.91296596615629,0.958669502713804,0.82792475299624,0.820047217199116,0.928931970867955,0.986753266369609,0.797468698374054,0.838148652418485,0.98306411855117,0.85312828510653,0.97315984345536,0.926459001866796,0.974131309647005,0.983301375924482,0.940953789922548,0.994823299933697,0.934858430432493,0.762978037403228,0.531274917148217,0.797065037400788,0.70633300176256,0.668455317633895,0.64460865714602,0.826861719445228,0.810329723583903,0.592785529715762,0.86099818583895,0.569719615743904,0.581834344279439,0.908573307231346,0.780829879712928,0.547023568113199,0.944863609982588,0.763166454741698,0.834228314203419,0.916844070350113,0.77811474308528,0.53928019683012,0.737489652022494,0.683377748167888,0.896109026269011,0.89636357999814,0.810516677384181,0.25672254646816
"H31-K36[me]",0.261963456543015,0.275166429163919,0.367120744051532,0.242626433943099,0.253616436551185,0.254694206008584,0.321429252206401,0.243209035147503,0.274915928532563,0.366701350824058,0.235834416809965,0.310196273601045,0.253912275064267,0.229913549549272,0.322285446472027,0.407387623488689,0.394750339298678,0.161106098288302,0.507367573201933,0.545681882220344,0.555271612149533,0.546615016638935,0.0603580339549307,0.0659161196160251,0.0893698861615084,0.379656013611857,0.171540633824914,0.31139740716194,0.316406538332856,0.315961034451184,0.320063979542006,0.0271138502740355,0.210888619682178,0.108709599807523,0.134027859065902,0.154327601526159,0.230374516539746,0.126023092488989,0.022093186130318,0.217354516204451,0.190419926119079,0.0870340338437105,0.0413304972861963,0.17207524700376,0.179952782800884,0.0710680291320449,0.0132467336303905,0.202531301625946,0.161851347581515,0.0169358814488299,0.14687171489347,0.0268401565446395,0.0735409981332043,0.0258686903529953,0.0166986240755178,0.0590462100774519,0.00517670006630322,0.0651415695675071,0.237021962596772,0.468725082851783,0.202934962599212,0.29366699823744,0.331544682366106,0.35539134285398,0.173138280554772,0.189670276416097,0.407214470284238,0.13900181416105,0.430280384256096,0.418165655720561,0.0914266927686537,0.219170120287072,0.452976431886801,0.0551363900174115,0.236833545258302,0.165771685796581,0.083155929649887,0.22188525691472,0.46071980316988,0.262510347977506,0.316622251832112,0.10389097373099,0.10363642000186,0.189483322615819,0.74327745353184
"H31-K37[un]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"H31-K4[me]",0.0540086373013534,0.0940690360231161,0.05413462570041,0.0952279673202917,0.0543075167593781,0.0649529026761472,0.0578812997661904,0.0713254347854113,0.0813972057745053,0.0697238475681697,0.0738903923577521,0.0980294950262472,0.0676200287521899,0.0455659202684534,0.0732241889831677,0.0550120786581799,0.0609963845220853,0.0602431065104212,0.096486712656603,0.103912516825021,0.0875116636065376,0.0844946193047459,0.0535139514797981,0.133085577020281,0.142283068445933,0.158304745817302,0.183090419707631,0.0618133859570945,0.183327790618831,0.0651030003433885,0.186629853981928,0.0984238427081479,0.100907794555779,0.305160700153146,0.257310818806098,0.207272780645058,0.0894265325645733,0.198432656944325,0.174116206496564,0.161675745844163,0.0868409197090035,0.189329312970997,0.118473696860023,0.201695350019943,0.0927902403178776,0.17703940218536,0.196871254904947,0.0914408743784209,0.161886883612316,0.251182568563949,0.0906463059879216,0.227269987988712,0.232759211893229,0.163837031109635,0.216967640462529,0.0917921791101247,0.107121656604768,0.112685300377983,0.0680984049568429,0.061748217603532,0.19710040959286,0.183118087119993,0.197908170488616,0.131493313871207,0.184154435358156,0.0765267053484364,0.0803843527472947,0.164390413613194,0.163378068739771,0.0886577167555673,0.195525727615516,0.0552794220572012,0.109755189597769,0.172125811431654,0.111407848869898,0.0741859551185674,0.189057080004953,0.158087214407049,0.074770516855752,0.147924395719569,0.182697542998951,0.153409129977378,0.148350057125035,0.185135863022431,0.197704345186864
"H31-K4[un]",0.945991362698647,0.905930963976884,0.94586537429959,0.904772032679708,0.945692483240622,0.935047097323853,0.94211870023381,0.928674565214589,0.918602794225495,0.93027615243183,0.926109607642248,0.901970504973753,0.93237997124781,0.954434079731547,0.926775811016832,0.94498792134182,0.939003615477915,0.939756893489579,0.903513287343397,0.896087483174979,0.912488336393462,0.915505380695254,0.946486048520202,0.866914422979719,0.857716931554067,0.841695254182698,0.816909580292369,0.938186614042905,0.816672209381169,0.934896999656612,0.813370146018072,0.901576157291852,0.899092205444221,0.694839299846854,0.742689181193902,0.792727219354942,0.910573467435427,0.801567343055675,0.825883793503436,0.838324254155837,0.913159080290996,0.810670687029003,0.881526303139977,0.798304649980057,0.907209759682122,0.82296059781464,0.803128745095053,0.908559125621579,0.838113116387684,0.748817431436051,0.909353694012078,0.772730012011288,0.767240788106771,0.836162968890365,0.783032359537471,0.908207820889875,0.892878343395232,0.887314699622017,0.931901595043157,0.938251782396468,0.80289959040714,0.816881912880007,0.802091829511384,0.868506686128793,0.815845564641844,0.923473294651564,0.919615647252705,0.835609586386806,0.836621931260229,0.911342283244433,0.804474272384484,0.944720577942799,0.890244810402231,0.827874188568346,0.888592151130102,0.925814044881433,0.810942919995047,0.841912785592951,0.925229483144248,0.852075604280431,0.817302457001049,0.846590870022622,0.851649942874965,0.814864136977569,0.802295654813136
"H31-K79[me]",0.333197507190796,0.506302428740832,0.585906515580737,0.725744716258945,0.774265734265734,0.464188808682742,0.31708752407447,0.748858046380885,0.517184317718941,0.821415541773076,0.448154903886628,0.464365844001584,0.761429427031344,0.36993945150184,0.121209570046366,0.340985576923077,0.18548039638087,0.0851173310038652,0.401980851766259,0.559469374271954,0.46571914981428,0.614685282248713,0.294746411043415,0.214053796431444,0.147830030508754,0.452341842397336,0.0998198119966133,0.547126980973356,0.238257113059366,0.191309391125023,0.245863291121019,0.163370697248657,0.868504256181597,0.385472007380135,0.309386041271955,0.384076141383245,0.275173484879331,0.220267802398486,0.236090799262415,0.454796664465801,0.300413524689856,0.348975659060239,0.175108520246688,0.511559073187905,0.339396702519632,0.436301499905069,0.113239795348422,0.286987682417999,0.291300651742703,0.236384292417881,0.267828843106181,0.371577713859593,0.245745103074732,0.250729298380111,0.150927518655562,0.171403845848484,0.264656267365246,0.231068287887778,0.333796770805654,0.458114066991407,0.39796642574702,0.479531724888372,0.473035759691177,0.31057869400596,0.523757105632046,0.32539333190799,0.486137825484478,0.590392324824396,0.460919110779002,0.440470507188136,0.555902345507999,0.600095964874227,0.424894815659987,0.485094742727073,0.468607202362296,0.279091620320765,0.530221917893492,0.587860661138011,0.573133406595403,0.490030252183179,0.662620131512393,0.363506488352712,0.510246503405904,0.424242213280238,0.340137520270289
"H31-K79[un]",0.666802492809204,0.493697571259168,0.414093484419263,0.274255283741055,0.225734265734266,0.535811191317258,0.68291247592553,0.251141953619115,0.482815682281059,0.178584458226924,0.551845096113372,0.535634155998416,0.238570572968656,0.63006054849816,0.878790429953634,0.659014423076923,0.81451960361913,0.914882668996135,0.59801914823374,0.440530625728046,0.53428085018572,0.385314717751287,0.705253588956585,0.785946203568556,0.852169969491246,0.547658157602664,0.900180188003387,0.452873019026644,0.761742886940634,0.808690608874977,0.754136708878981,0.836629302751343,0.131495743818403,0.614527992619865,0.690613958728045,0.615923858616754,0.724826515120669,0.779732197601514,0.763909200737585,0.545203335534199,0.699586475310144,0.651024340939761,0.824891479753312,0.488440926812095,0.660603297480368,0.563698500094931,0.886760204651578,0.713012317582001,0.708699348257297,0.763615707582119,0.732171156893819,0.628422286140407,0.754254896925268,0.749270701619889,0.849072481344438,0.828596154151516,0.735343732634754,0.768931712112222,0.666203229194346,0.541885933008593,0.60203357425298,0.520468275111628,0.526964240308823,0.68942130599404,0.476242894367953,0.67460666809201,0.513862174515522,0.409607675175604,0.539080889220998,0.559529492811864,0.444097654492001,0.399904035125773,0.575105184340013,0.514905257272927,0.531392797637704,0.720908379679235,0.469778082106508,0.412139338861989,0.426866593404597,0.509969747816821,0.337379868487607,0.636493511647288,0.489753496594096,0.575757786719762,0.659862479729711
"H31-K9[ac]",0.0143484680880439,0.0173143872277806,0.00658628448127005,0.00542229641482086,0.00993256766174213,0.00912956003492389,0.0108279197723831,0.00795298233870614,0.0159388243965358,0.0172666401340045,0.0104198296605492,0.00823069952766182,0.0155968914334224,0.00702876318706691,0.0122695882394305,0.0113032078996229,0.00921580499099421,0.000811384069068374,0.00564437294317753,0.0105894728639888,0.00990285849819342,0.010784971549662,0.00472878248957741,0.00938435187590812,0.00927008940820997,0.0147898962084783,0.0111793312123398,0.00368887892974494,0.0146162145401499,0.00414522208243485,0.0150429374610536,0.0232665060930719,0.0205230816469725,0.0177775973755641,0.0223516639906583,0.0306711249104371,0.0165237246882292,0.0195297058450601,0.0262475953667322,0.0175610043077245,0.0145292134941292,0.023207521075295,0.0115563418506044,0.0266313341506727,0.0165243850900178,0.0537233952440381,0.0283528679316785,0.0227084070911517,0.0276306167561164,0.0253320167102592,0.00968218720323311,0.0155402343893508,0.0203727720570839,0.0219053481915148,0.0267754530809994,0.00683676301022721,0.0114095115178445,0.00785371646358635,0.00459658246906358,0.00446924945943809,0.0235482360003825,0.0152065319654137,0.0099151614012362,0.0120319046336936,0.0244745970680764,0.0100518567374427,0.00685020507011104,0.0178074621633024,0.0417504701980931,0.00835605529846093,0.0134024495058015,0.0104778058926443,0.0182844710478403,0.0310815227203646,0.105705001810792,0.00861361283406782,0.0462390178056925,0.0199119253817711,0.00781055277773559,0.030084001573762,0.018468091704924,0.0393821702876821,0.0316077437065703,0.0271193633746392,0.0293291592530528
"H31-K9[me2]",0.407558285390054,0.503803620889999,0.42722175122722,0.539412185648349,0.413962387685104,0.568330612813018,0.431116526001848,0.503324918672121,0.500134103146817,0.446040656202301,0.486700918094822,0.519975533300432,0.462761170347486,0.352805681657799,0.482400535720242,0.527071567238538,0.495289516648297,0.322358229720467,0.432858661216496,0.470107920676355,0.468394819350739,0.459529252102975,0.391667618855827,0.479710939830451,0.42609699644799,0.419219630636924,0.429066261152084,0.314967824250857,0.302932830094433,0.336141473518014,0.312029134349976,0.312008807040142,0.300433807827827,0.2495233218431,0.25136293971683,0.280647241461667,0.304392642962889,0.269085655165212,0.263271529142109,0.301808721344481,0.282579428588694,0.268466034641785,0.335370104991586,0.285196903640092,0.283434003237908,0.20542909257241,0.317637441463877,0.285689283064005,0.247555390666287,0.265574435804597,0.267689984362839,0.270407203347847,0.263249362383145,0.305629609156124,0.239912433091739,0.234899820586487,0.281579061403129,0.275988960441582,0.310278863929774,0.33847574993358,0.345288597817286,0.316121589534519,0.347107183123207,0.348482668463522,0.308741108743185,0.334405160259707,0.36052398182232,0.300391588279686,0.324813977436165,0.351598425437611,0.315431886549205,0.345055899009567,0.319897545719711,0.371575033309794,0.252434509677679,0.356096823549891,0.280335063821054,0.307713884992987,0.303382309718836,0.374609432566868,0.34533487145992,0.335634757878852,0.317282540166699,0.296940504026366,0.327644408060262
"H31-K9[me3]",0.0408229238749956,0.0552327797503679,0.0414567204639611,0.0600036691317887,0.0503485698838596,0.0581546014754078,0.0442763062360073,0.0514148855238156,0.0688553119177774,0.0490894340233283,0.0518926680620952,0.0544538572769799,0.0631634059686641,0.0413860482579163,0.0726390162433102,0.0625135892591906,0.0592486012997306,0.40380247585128,0.284297434655102,0.26412903728523,0.272785663707928,0.305409165519934,0.281026911450803,0.313320920296758,0.296996878406341,0.266620547149294,0.284270566803511,0.384119493652362,0.375418768323927,0.389262957687861,0.366770539090502,0.339860189218042,0.308906953994039,0.287585760436962,0.317721865421106,0.251944112729878,0.327247635058841,0.370287655337825,0.311827214309103,0.317412619867827,0.349032585426888,0.315291820175507,0.379516307421177,0.339846391520196,0.319278557635417,0.227540193016834,0.313281541834718,0.347826869648183,0.302780836314661,0.340453243953975,0.340478647064284,0.354039915435475,0.340263816683451,0.325674334459841,0.325745740103166,0.418320143677345,0.312381931699867,0.349742081745302,0.377344967030512,0.372512509412937,0.354034463017674,0.371510012992249,0.424804124158839,0.350716391701224,0.326196110449937,0.381055650690112,0.418479943419312,0.350434074716708,0.312533509592608,0.371891987466249,0.398921357971637,0.373136952270333,0.341207567924964,0.263738147312705,0.258269284938232,0.409504154946998,0.280573192263062,0.342574956600202,0.374609048020204,0.315041730381042,0.359431754639049,0.273851786647062,0.28861606504561,0.308636218641774,0.245828273767093
"H31-K9[me]",0.1882146242577,0.195637559861115,0.205106350383064,0.182122580590293,0.201394279535439,0.169655442938668,0.178761607041698,0.191885133346863,0.177156399074586,0.195104723834349,0.206040289288264,0.183953771389049,0.183592831036012,0.185944666046394,0.187407476444529,0.131253086598223,0.192132782180771,0.1130607947691,0.131488213948775,0.130126621732185,0.131345317177131,0.116217640346787,0.141109683401844,0.0577699354329648,0.143596536440652,0.14243809472135,0.162021414076408,0.128670309468388,0.1061724479714,0.124310852782684,0.107898900321354,0.173987077648803,0.19766487298528,0.13035482340011,0.146984016931835,0.19997611655123,0.216091134920834,0.167468106665928,0.18252189751146,0.158668069891032,0.167771094240833,0.20610894994234,0.152093586270017,0.166914525732444,0.199665589531197,0.286941716596172,0.157715399399074,0.206073843827446,0.206293176566584,0.159404593787568,0.196430228988012,0.166408200844087,0.204558883095938,0.150509441310602,0.18161143520802,0.183644704462259,0.225324384053855,0.222683898766498,0.135916482397751,0.131752439346227,0.0962408271898855,0.104923614533399,0.0886424567668121,0.120166617519057,0.124907743119943,0.111283227340663,0.108316959991488,0.133116246456988,0.150088933394986,0.132146783673155,0.0983798882681564,0.131810361655256,0.127818687325257,0.131467984888895,0.145648062452215,0.105602536029392,0.138169752688483,0.135452485803117,0.118732373101968,0.128655041919665,0.127081052379319,0.184261883572907,0.143676885305504,0.137482952647808,0.149909770233579
