"ptm","replicate","multiplier","CV"
"H4-K5[ac];K8[ac];K12[un];K16[un]","2","2",0.300429253345078
"H4-K5[ac];K8[ac];K12[un];K16[un]","2","4",0.622436433229568
"H4-K5[ac];K8[ac];K12[un];K16[un]","2","8",0.430010771209623
"H4-K5[ac];K8[ac];K12[un];K16[un]","3","1",0.6047104057122
"H4-K5[ac];K8[ac];K12[un];K16[un]","3","2",0.332673014517732
"H4-K5[ac];K8[ac];K12[un];K16[un]","3","4",0.0694818626512466
"H4-K5[ac];K8[ac];K12[un];K16[un]","3","8",0.368498831180527
"H4-K5[ac];K8[un];K12[ac];K16[ac]","1","1",0.150840012547084
"H4-K5[ac];K8[un];K12[ac];K16[ac]","1","2",0.113601801232125
"H4-K5[ac];K8[un];K12[ac];K16[ac]","1","4",0.0547176580673667
"H4-K5[ac];K8[un];K12[ac];K16[ac]","1","8",0.0782445474050427
"H4-K5[ac];K8[un];K12[ac];K16[ac]","2","1",0.372222722023536
"H4-K5[ac];K8[un];K12[ac];K16[ac]","2","2",0.0916030889276469
"H4-K5[ac];K8[un];K12[ac];K16[ac]","2","4",0.250972759189591
"H4-K5[ac];K8[un];K12[ac];K16[ac]","2","8",0.224888399135923
"H4-K5[ac];K8[un];K12[ac];K16[ac]","3","1",1.05995095763463
"H4-K5[ac];K8[un];K12[ac];K16[ac]","3","2",0.277899965032205
"H4-K5[ac];K8[un];K12[ac];K16[ac]","3","4",0.463523489179166
"H4-K5[ac];K8[un];K12[ac];K16[ac]","3","8",0.0568045815381267
"H4-K5[ac];K8[un];K12[ac];K16[un]","1","1",0.743281336253336
"H4-K5[ac];K8[un];K12[ac];K16[un]","1","2",0.0248388519897702
"H4-K5[ac];K8[un];K12[ac];K16[un]","1","4",0.00208933081938056
"H4-K5[ac];K8[un];K12[ac];K16[un]","1","8",0.126897901344013
"H4-K5[ac];K8[un];K12[ac];K16[un]","2","1",0.456259501724413
"H4-K5[ac];K8[un];K12[ac];K16[un]","2","2",0.549653106557968
"H4-K5[ac];K8[un];K12[ac];K16[un]","2","4",0.159465338360327
"H4-K5[ac];K8[un];K12[ac];K16[un]","2","8",0.534249026164534
"H4-K5[ac];K8[un];K12[ac];K16[un]","3","1",0.538703071586793
"H4-K5[ac];K8[un];K12[ac];K16[un]","3","2",0.1904271156984
"H4-K5[ac];K8[un];K12[ac];K16[un]","3","4",0.481409355838632
"H4-K5[ac];K8[un];K12[ac];K16[un]","3","8",0.111301784857034
"H4-K5[ac];K8[un];K12[un];K16[ac]","1","1",0.288166501281675
"H4-K5[ac];K8[un];K12[un];K16[ac]","1","2",0.0579302672887713
"H4-K5[ac];K8[un];K12[un];K16[ac]","1","4",0.160968275564059
"H4-K5[ac];K8[un];K12[un];K16[ac]","1","8",0.0424737625582783
"H4-K5[ac];K8[un];K12[un];K16[ac]","2","1",0.325970340019805
"H4-K5[ac];K8[un];K12[un];K16[ac]","2","2",0.27721013636393
"H4-K5[ac];K8[un];K12[un];K16[ac]","2","4",0.616562609463721
"H4-K5[ac];K8[un];K12[un];K16[ac]","2","8",0.586035563698208
"H4-K5[ac];K8[un];K12[un];K16[ac]","3","1",0.23062718003297
"H4-K5[ac];K8[un];K12[un];K16[ac]","3","2",0.216887134566993
"H4-K5[ac];K8[un];K12[un];K16[ac]","3","4",0.121969735887092
"H4-K5[ac];K8[un];K12[un];K16[ac]","3","8",0.142528633063708
"H4-K5[ac];K8[un];K12[un];K16[un]","1","1",0.501703907401754
"H4-K5[ac];K8[un];K12[un];K16[un]","1","2",0.0876860592591875
"H4-K5[ac];K8[un];K12[un];K16[un]","1","4",0.136365300767804
"H4-K5[ac];K8[un];K12[un];K16[un]","1","8",0.0280844648893114
"H4-K5[ac];K8[un];K12[un];K16[un]","2","1",1.13575867007997
"H4-K5[ac];K8[un];K12[un];K16[un]","2","2",0.404791972138512
"H4-K5[ac];K8[un];K12[un];K16[un]","2","4",0.544543002816137
"H4-K5[ac];K8[un];K12[un];K16[un]","2","8",0.341602857527582
"H4-K5[ac];K8[un];K12[un];K16[un]","3","1",0.116652278520267
"H4-K5[ac];K8[un];K12[un];K16[un]","3","2",0.470073163344906
"H4-K5[ac];K8[un];K12[un];K16[un]","3","4",0.577960950330302
"H4-K5[ac];K8[un];K12[un];K16[un]","3","8",0.178157603275982
"H4-K5[un];K8[ac];K12[ac];K16[ac]","1","1",0.141313111660989
"H4-K5[un];K8[ac];K12[ac];K16[ac]","1","2",0.192277271823693
"H4-K5[un];K8[ac];K12[ac];K16[ac]","1","4",0.0665202416063639
"H4-K5[un];K8[ac];K12[ac];K16[ac]","1","8",0.0414750543089544
"H4-K5[un];K8[ac];K12[ac];K16[ac]","2","1",0.231109218527785
"H4-K5[un];K8[ac];K12[ac];K16[ac]","2","2",0.539496372421616
"H4-K5[un];K8[ac];K12[ac];K16[ac]","2","4",0.390562026063489
"H4-K5[un];K8[ac];K12[ac];K16[ac]","3","1",0.433113808009317
"H4-K5[un];K8[ac];K12[ac];K16[ac]","3","2",0.388538119166605
"H4-K5[un];K8[ac];K12[ac];K16[ac]","3","4",0.214100253216823
"H4-K5[un];K8[ac];K12[ac];K16[ac]","3","8",0.134132704800619
"H4-K5[un];K8[ac];K12[ac];K16[un]","1","1",0.770268118834082
"H4-K5[un];K8[ac];K12[ac];K16[un]","1","2",0.587298209916699
"H4-K5[un];K8[ac];K12[ac];K16[un]","1","4",0.175276658828005
"H4-K5[un];K8[ac];K12[ac];K16[un]","1","8",0.260331647868739
"H4-K5[un];K8[ac];K12[ac];K16[un]","2","1",0.693330464954039
"H4-K5[un];K8[ac];K12[ac];K16[un]","2","2",0.674556255339617
"H4-K5[un];K8[ac];K12[ac];K16[un]","2","4",0.179787448066822
"H4-K5[un];K8[ac];K12[ac];K16[un]","2","8",0.161751881466481
"H4-K5[un];K8[ac];K12[ac];K16[un]","3","1",0.52402244144257
"H4-K5[un];K8[ac];K12[ac];K16[un]","3","2",0.469423369117648
"H4-K5[un];K8[ac];K12[ac];K16[un]","3","4",0.437840017324938
"H4-K5[un];K8[ac];K12[ac];K16[un]","3","8",0.192487151543171
"H4-K5[un];K8[ac];K12[un];K16[ac]","1","1",0.0558376997567691
"H4-K5[un];K8[ac];K12[un];K16[ac]","1","2",0.0266641711762423
"H4-K5[un];K8[ac];K12[un];K16[ac]","1","4",0.0337929164978912
"H4-K5[un];K8[ac];K12[un];K16[ac]","1","8",0.0226945206940524
"H4-K5[un];K8[ac];K12[un];K16[ac]","2","1",0.171201224757985
"H4-K5[un];K8[ac];K12[un];K16[ac]","2","2",0.0990616319849295
"H4-K5[un];K8[ac];K12[un];K16[ac]","2","4",0.260008699248186
"H4-K5[un];K8[ac];K12[un];K16[ac]","2","8",0.040235683994162
"H4-K5[un];K8[ac];K12[un];K16[ac]","3","1",0.0653201016981439
"H4-K5[un];K8[ac];K12[un];K16[ac]","3","2",0.10251731631495
"H4-K5[un];K8[ac];K12[un];K16[ac]","3","4",0.129168951546942
"H4-K5[un];K8[ac];K12[un];K16[ac]","3","8",0.0750142002100888
"H4-K5[un];K8[ac];K12[un];K16[un]","1","1",0.151083353268238
"H4-K5[un];K8[ac];K12[un];K16[un]","1","2",0.0359991413827297
"H4-K5[un];K8[ac];K12[un];K16[un]","1","4",0.0607429440021897
"H4-K5[un];K8[ac];K12[un];K16[un]","1","8",0.0180210340085101
"H4-K5[un];K8[ac];K12[un];K16[un]","2","1",0.15890605304656
"H4-K5[un];K8[ac];K12[un];K16[un]","2","2",0.411077268408107
"H4-K5[un];K8[ac];K12[un];K16[un]","2","4",0.351195067506382
"H4-K5[un];K8[ac];K12[un];K16[un]","2","8",0.244852224470875
"H4-K5[un];K8[ac];K12[un];K16[un]","3","1",0.511171991424312
"H4-K5[un];K8[ac];K12[un];K16[un]","3","2",0.281587522847282
"H4-K5[un];K8[ac];K12[un];K16[un]","3","4",0.113325234264212
"H4-K5[un];K8[ac];K12[un];K16[un]","3","8",0.25969484882584
"H4-K5[un];K8[un];K12[ac];K16[ac]","1","1",0.072053670026045
"H4-K5[un];K8[un];K12[ac];K16[ac]","1","2",0.0844656360848421
"H4-K5[un];K8[un];K12[ac];K16[ac]","1","4",0.0665176756674035
"H4-K5[un];K8[un];K12[ac];K16[ac]","1","8",0.0123900775039935
"H4-K5[un];K8[un];K12[ac];K16[ac]","2","1",0.202910945471353
"H4-K5[un];K8[un];K12[ac];K16[ac]","2","2",0.0692405014867071
"H4-K5[un];K8[un];K12[ac];K16[ac]","2","4",0.0769040112625882
"H4-K5[un];K8[un];K12[ac];K16[ac]","2","8",0.635653986213383
"H4-K5[un];K8[un];K12[ac];K16[ac]","3","1",0.15213466015477
"H4-K5[un];K8[un];K12[ac];K16[ac]","3","2",0.123778342727542
"H4-K5[un];K8[un];K12[ac];K16[ac]","3","4",0.0654259688677786
"H4-K5[un];K8[un];K12[ac];K16[ac]","3","8",0.0832079360412811
"H4-K5[un];K8[un];K12[ac];K16[un]","1","1",0.142945822572792
"H4-K5[un];K8[un];K12[ac];K16[un]","1","2",0.141651314142585
"H4-K5[un];K8[un];K12[ac];K16[un]","1","4",0.116269489460136
"H4-K5[un];K8[un];K12[ac];K16[un]","1","8",0.0238295093145273
"H4-K5[un];K8[un];K12[ac];K16[un]","2","1",0.105822456953592
"H4-K5[un];K8[un];K12[ac];K16[un]","2","2",0.231935629352113
"H4-K5[un];K8[un];K12[ac];K16[un]","2","4",0.250482366998695
"H4-K5[un];K8[un];K12[ac];K16[un]","2","8",0.0720268799057079
"H4-K5[un];K8[un];K12[ac];K16[un]","3","1",0.26297655832377
"H4-K5[un];K8[un];K12[ac];K16[un]","3","2",0.161971626061171
"H4-K5[un];K8[un];K12[ac];K16[un]","3","4",0.0327317597574098
"H4-K5[un];K8[un];K12[ac];K16[un]","3","8",0.173598236277178
"H4-K5[un];K8[un];K12[un];K16[ac]","1","1",0.0128398108607488
"H4-K5[un];K8[un];K12[un];K16[ac]","1","2",0.0154753630363791
"H4-K5[un];K8[un];K12[un];K16[ac]","1","4",0.00830894156369953
"H4-K5[un];K8[un];K12[un];K16[ac]","1","8",0.00688567537657039
"H4-K5[un];K8[un];K12[un];K16[ac]","2","1",0.0186609760206494
"H4-K5[un];K8[un];K12[un];K16[ac]","2","2",0.0889653287684583
"H4-K5[un];K8[un];K12[un];K16[ac]","2","4",0.0284324819994569
"H4-K5[un];K8[un];K12[un];K16[ac]","2","8",0.122981579584892
"H4-K5[un];K8[un];K12[un];K16[ac]","3","1",0.0475848930512248
"H4-K5[un];K8[un];K12[un];K16[ac]","3","2",0.0639717517419441
"H4-K5[un];K8[un];K12[un];K16[ac]","3","4",0.0115499481897399
"H4-K5[un];K8[un];K12[un];K16[ac]","3","8",0.00836528530123879
"H4-K5[un];K8[un];K12[un];K16[un]","1","1",0.013295280847721
"H4-K5[un];K8[un];K12[un];K16[un]","1","2",0.0131530887279282
"H4-K5[un];K8[un];K12[un];K16[un]","1","4",6.89326064810067e-06
"H4-K5[un];K8[un];K12[un];K16[un]","1","8",0.00254888610392783
"H4-K5[un];K8[un];K12[un];K16[un]","2","1",0.00997877497906643
"H4-K5[un];K8[un];K12[un];K16[un]","2","2",0.0314081012360006
"H4-K5[un];K8[un];K12[un];K16[un]","2","4",0.0160020303392943
"H4-K5[un];K8[un];K12[un];K16[un]","2","8",0.0798483918022986
"H4-K5[un];K8[un];K12[un];K16[un]","3","1",0.0192036765627
"H4-K5[un];K8[un];K12[un];K16[un]","3","2",0.0253004772158773
"H4-K5[un];K8[un];K12[un];K16[un]","3","4",0.0205779179451743
"H4-K5[un];K8[un];K12[un];K16[un]","3","8",0.0135013205612873
